name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
Couch at Kadıköy's Famous Bars Street,Murat,Kadikoy,40.98488,29.02676,Shared room,74,1,1,0.07,89
"Cihangirde 
Kendi eviniz gibi rahat ve huzurlu",Jülide,Beyoglu,41.03267,28.98071,Entire home/apt,348,1,17,0.94,0
❤️4BR★4BA★APARTMENT★Kitchen★Lifts★Washer★Cleaning,Cevdet,Beyoglu,41.05627,28.95131,Entire home/apt,1898,1,3,0.2,360
house between taksim & nişantaşı,Nobel,Sisli,41.04672,28.97915,Entire home/apt,111,1,17,0.95,0
Double room with Private bath & Shuttle service,Tutkun,Beylikduzu,41.00015,28.65208,Private room,127,1,7,1.78,140
(LAA) Location Around Ataturk Airport,Ömer,Bahcelievler,40.99317,28.84383,Private room,169,1,2,0.11,89
NEW SUITS APARTMENT LUXURY AND COMFORTABLE,Güneş,Avcilar,41.00001,28.70519,Entire home/apt,322,1,1,0.1,365
one private suite 'ROOM'.,Özlem-Onur,Sisli,41.04908,28.99598,Private room,248,1,16,0.88,0
"Charming flat in City Centre, Nişantaşı.",Berfin,Besiktas,41.04876,28.99793,Entire home/apt,290,2,12,0.67,363
Chillout,Diclé,Kadikoy,40.98544,29.02887,Entire home/apt,200,1,24,1.43,361
5 min walk to Taksim square/Taksim meydani 5 dk,Meric,Beyoglu,41.0313,28.98572,Entire home/apt,564,1,6,0.34,179
The Room in Taksim,Kemal,Beyoglu,41.03905,28.9841,Private room,58,1,1,0.12,365
Super cosy room in residential Gayrettepe,Begum,Besiktas,41.05968,29.00428,Private room,74,1,5,0.28,355
Modern Spacious Flat in Bebek,Asli,Besiktas,41.07876,29.04473,Entire home/apt,712,2,3,0.24,1
A Cosy Room with Garden,Pınar,Adalar,40.87124,29.13237,Private room,158,1,2,0.11,363
4 bed mixed dorm ensuite in a vegan hostel,Metin,Beyoglu,41.03991,28.98023,Entire home/apt,69,1,4,0.29,365
Standart 3 bed mixed dorm in a vegan hostel,Metin,Beyoglu,41.03776,28.97936,Entire home/apt,58,1,2,0.12,365
Private double room ensuite in a vegan hostel,Metin,Beyoglu,41.03777,28.98072,Private room,121,1,1,0.21,365
Sultanahmet family house full ses view,Ahmet,Fatih,41.00428,28.96995,Entire home/apt,395,3,5,0.5,365
1+1 (4 PERSON) Flat in Central İstanbul,Mehmet Cihan,Fatih,41.00193,28.93204,Entire home/apt,475,30,3,0.17,90
sıngle room,Hakan,Bahcelievler,40.99569,28.83894,Private room,127,1,1,0.06,90
Cozy room 1 in city center,Naci,Beyoglu,41.03017,28.98223,Private room,121,4,6,0.97,52
studio space with a hip rooftop (w/balcony),Emrah,Beyoglu,41.03501,28.97742,Entire home/apt,327,1,46,3.34,335
Şile tatil evi,Aslı,Sile,41.16421,29.60033,Entire home/apt,1002,1,5,0.28,365
Cozy home atmosphere in Istanbul.,Evo,Atasehir,40.99061,29.12617,Private room,200,1,1,0.25,365
Ağva Ayşe Hanım Pansiyon 1,Sinan,Sile,41.13555,29.85521,Private room,127,1,2,0.11,42
Ağva Ayşe Hanım Pansiyon 2,Sinan,Sile,41.13463,29.85519,Private room,127,1,1,0.06,42
Ağva Ayşe Hanım Pansiyon 3,Sinan,Sile,41.13466,29.85475,Private room,127,1,4,0.39,42
Accessible cozy home with a big balcony,Nevin,Kadikoy,40.9826,29.03908,Entire home/apt,200,1,9,0.51,0
Stylish Flat&Rooftop Terrace with Panoramic View,Akif,Beyoglu,41.02642,28.9739,Entire home/apt,533,3,58,3.43,323
Luxury Hotel Room in the Center with breakfast,Göksel,Besiktas,41.04564,29.00846,Private room,1487,20,1,0.06,83
Luxe Designer House in the Posh Nisantasi Area,Mithat,Sisli,41.05108,28.99978,Entire home/apt,791,2,40,2.26,284
Jasmine Apart  3,Erdal,Fatih,41.00293,28.96858,Private room,385,2,20,1.12,353
Private Bathroom and Terrace in Center of Istanbul,Safak,Beyoglu,41.03289,28.98682,Private room,179,4,19,1.03,47
"Budget-friendly, Stylish ROOM next to IST Airport",Eda,Bahcelievler,40.99877,28.86048,Private room,79,1,64,3.66,85
Basitas aprt,Paul,Sisli,41.0519,28.97578,Private room,74,1,1,0.06,365
"Aircondition. otopark , secruty",Mehmet,Esenyurt,41.02224,28.68442,Entire home/apt,290,4,2,0.25,365
Cozy and friendly home close to IST airport,Gencay,Bakirkoy,40.98049,28.88361,Private room,53,2,4,0.23,161
Flatmate in Şişli Mecidiyeköy,Adil,Sisli,41.07262,28.99496,Private room,53,5,2,0.11,262
Full sea wiev,Mehmet,Fatih,41.00384,28.97411,Entire home/apt,527,1,3,0.22,365
❤️ TERRACE★SEA VIEW★KITCHEN★WASHER★Connected!,Cevdet,Beyoglu,41.0558,28.95007,Private room,1719,1,1,0.07,365
"Deluxe 2+1 residence 4,Taksim Elysium Residence",Yasmin&Murat,Sisli,41.04271,28.98697,Entire home/apt,649,2,11,0.68,350
"Beautiful,sunny home, perfectly located in Beyoglu",Gyl Shanne,Beyoglu,41.03281,28.97163,Private room,74,2,14,0.89,0
Cosy Room in a Duplex with Private Bathroom,Fatih,Sisli,41.04788,28.98013,Private room,90,1,14,0.8,88
Nişantaşı apartment - centrally located,Melis,Sisli,41.05597,28.99452,Entire home/apt,258,2,7,0.39,173
Jasmine Apart 2,Erdal,Fatih,41.00432,28.96947,Entire home/apt,385,2,9,0.66,348
Purple sweet house in Kadıköy,Seda Nur,Kadikoy,40.99368,29.03104,Entire home/apt,132,1,25,1.43,84
Central room in Besiktas,Bora,Besiktas,41.0478,29.00644,Private room,53,2,8,0.46,337
Desing rooms  Istiklal street taksim,Metin,Beyoglu,41.03488,28.97742,Private room,211,2,9,0.78,361
Taksim Huge Apartment,Serdar,Beyoglu,41.03447,28.97297,Entire home/apt,153,2,47,2.63,268
flower room,Semih,Kadikoy,40.98704,29.02264,Private room,95,1,4,0.22,90
Jasmine Apart 1,Erdal,Fatih,41.00408,28.96957,Private room,385,2,3,0.22,351
Private Suites home,Özge,Sisli,41.1119,29.01604,Entire home/apt,348,5,1,0.09,179
Beautiful Bosphorus View in Cihangir,Ozge,Beyoglu,41.03178,28.98915,Entire home/apt,274,2,8,0.45,81
Just Head Suite... More Than a Suite,Taner Cankut,Besiktas,41.04447,29.0029,Entire home/apt,211,2,13,0.74,72
Sunny private room in safe neighborhood - Besiktas,Menekşe,Besiktas,41.05067,29.00624,Private room,158,2,2,0.17,331
Confortable Hotel,Ali,Fatih,41.00663,28.96613,Private room,63,1,2,0.61,364
Cozy Room in Cihangir - Taksim,Alicem,Beyoglu,41.03112,28.98104,Private room,79,2,13,1.23,0
"STUNNING 6 BEDROOM VILLA w/ JACUZZI, GAZEBO, POOL",Şebnem,Beykoz,41.12125,29.14418,Entire home/apt,1055,1,2,0.42,365
A View House in Beyoğlu District,Ceren,Beyoglu,41.03204,28.97079,Entire home/apt,200,2,1,0.38,0
Atalar,Serhat,Kartal,40.89656,29.16788,Private room,121,1,1,0.07,90
"Amazing Location, Easy Transportation!",Ayşe Zeynep,Sisli,41.06831,29.00066,Entire home/apt,179,1,2,0.11,365
Sefa Apartments Harbiye,Sefa,Sisli,41.04799,28.98663,Entire home/apt,142,4,13,0.82,273
LUXURY HOME&WIFI&SILENCE&ON ISTIKLAL STREET,Pelin,Beyoglu,41.0343,28.97553,Entire home/apt,158,1,6,0.37,361
LUXURY DESIGNED STUDIO APARTMENT ON ISTIKLAL,Pelin,Beyoglu,41.0343,28.9775,Entire home/apt,174,1,18,1.23,360
ON THE HEARTH OF TAKSIM MODERN STUDIO APARTMENT,Pelin,Beyoglu,41.03612,28.97549,Entire home/apt,132,1,5,0.36,361
LUXURY STUDIO APARTMENT SAFE&CLEAN IN TAKSIM,Pelin,Beyoglu,41.03513,28.97804,Entire home/apt,174,1,26,1.53,361
MODERN DESIGNED STUDIO APARTMENT IN TAKSIM PLACE,Pelin,Beyoglu,41.03393,28.97583,Entire home/apt,127,1,26,1.55,361
SAFE AND SILENCE STUDIO APARTMENT IN CENTER TAKSIM,Pelin,Beyoglu,41.03419,28.97658,Private room,132,1,3,0.18,361
Warm and Comfy Home-Studio in a Great Location,Burak,Kadikoy,40.99487,29.02866,Entire home/apt,63,1,5,0.28,0
Residence for erasmus students with gym and pool,Erdem,Kagithane,41.08901,28.97316,Private room,90,1,1,0.12,178
Venue Hotel Old City,Mehmet,Fatih,41.01389,28.97415,Private room,227,1,3,0.33,354
Double Room in Sirkeci Eminönü,Mehmet,Fatih,41.0162,28.97476,Private room,295,1,2,0.57,365
"Comfortable Room in Libadiye , Uskudar",Lale Nevin,Uskudar,41.00949,29.07731,Private room,79,1,4,0.27,30
Stunning Loft Apt. in the Heart of Old City,İlkan,Beyoglu,41.03073,28.97332,Entire home/apt,0,15,1,0.06,338
Sweet room in City Center,Eda,Sisli,41.07007,28.98505,Private room,47,1,1,0.06,88
"*CENTRAL* 3BR, Rooftop and Cozy Flat With Sea View",Furkan,Beyoglu,41.0248,28.97591,Entire home/apt,248,2,41,2.43,196
studio space with a hip rooftop (entrance floor),Emrah,Beyoglu,41.03417,28.97589,Entire home/apt,269,1,50,3.07,354
Sunny Room Available for Long Term Rent in Etiler,Hazan,Besiktas,41.08762,29.03409,Private room,100,1,1,0.06,0
Private Garden Unit in the Heart of Old Town,Onur,Fatih,41.00509,28.98043,Private room,359,1,2,0.15,363
Sabiha gökçene yakın konforlu ev,Yağmur,Pendik,40.91914,29.29866,Private room,105,1,6,0.38,89
Cozy Flat and central flat in Cihangir,Heval,Beyoglu,41.03183,28.98679,Entire home/apt,153,2,3,0.48,178
Clean and Cosy Room /Taksim/İstanbul with WIFI,Emel,Beyoglu,41.03755,28.97661,Private room,69,1,10,0.58,364
FAMİLY ROOM 3 OR 4 PEOPLE,Muro,Fatih,41.00754,28.96717,Private room,322,4,1,0.2,365
Deluxe Family Suites One-Bedroom 3 Px With Kitchen,Emrecan,Fatih,41.00681,28.96919,Private room,232,1,3,0.25,303
"Cozy private room in the center of Moda, Kadikoy",Ahmet Ilker,Kadikoy,40.98241,29.02525,Private room,53,1,2,0.12,0
hane,Sena,Kadikoy,40.9928,29.02709,Private room,90,3,1,0.06,90
haramidere metrobüs /opposite haramidere metrobus,Bahadir,Beylikduzu,41.00185,28.67136,Private room,47,1,2,0.11,364
Secruty otopark wonderfol,Mehmet,Esenyurt,41.025,28.65838,Entire home/apt,232,3,1,0.09,365
Şişhane - Taksim Cozy Studio Flat,Eren,Beyoglu,41.02786,28.97096,Entire home/apt,137,3,33,1.92,0
NİCE DOUBLE ROOM,Muro,Fatih,41.00728,28.96754,Private room,264,4,6,0.35,365
ISTANBUL - ÜSKÜDAR..cok güzel manzarali daire..,Sühendan,Uskudar,41.02358,29.01531,Entire home/apt,237,7,1,0.09,275
SUİTE ROOM 2 or 3 people WİTH TERRACE,Muro,Fatih,41.0063,28.96792,Entire home/apt,264,4,8,0.51,364
"LOCATION* Sea View, 3BR and Amazing ROOFTOP",Eyüp,Beyoglu,41.02482,28.97582,Entire home/apt,559,2,22,1.27,196
"central located, peaceful and lovely home",Sezgi,Kadikoy,40.98653,29.06003,Private room,63,1,2,0.12,0
Ormanın içinde ve deniz görünen bir mekan,Kadir,Uskudar,41.0274,29.02781,Private room,74,1,2,1.46,55
"Near metro, new, artsy & clean, terrace + parking",Onur,Besiktas,41.0617,29.00213,Entire home/apt,327,2,12,1.77,144
LUXURY & FULL SECURITY NEIGHBOURHOOD.,Sulaiman,Fatih,41.02695,28.93233,Entire home/apt,401,1,3,0.18,90
you will feel at home,Fahri,Bayrampasa,41.05073,28.90089,Private room,53,1,4,0.25,364
"Clean, Comfy & Safe Stay in Full Service Residence",Izel,Sisli,41.05584,28.9762,Entire home/apt,227,4,34,2.21,167
Nişantaşı Cozy & Central Apartment,Iltan,Sisli,41.05228,28.99071,Entire home/apt,269,1,15,0.88,0
big family apartment distance 20 min to airport,Ali,Gaziosmanpasa,41.07961,28.87604,Entire home/apt,343,1,8,0.57,144
Metro ve Metrobüs'e 5 dakika yürüme mesafesinde.,Cevat,Bahcelievler,41.00091,28.85666,Private room,53,2,1,0.11,88
Huzurlu ve Güvenli,Cevat,Bahcelievler,41.00053,28.85677,Private room,90,2,1,0.19,126
Wonderfull house,Can Feda,Fatih,41.01079,28.94452,Private room,348,1,1,0.13,0
Room in şişli Istanbul,Malik,Sisli,41.074,28.99879,Private room,237,1,3,0.18,323
Peaceful Rooms in Ayazaga Oyak Sitesi,Thyme,Sisli,41.10665,28.99663,Private room,79,3,1,0.21,256
Cozy Room in the center of Istanbul,Mehmet Ege,Sisli,41.04573,28.98434,Private room,53,2,1,0.06,364
Unique Penthouse/Stunning Bosphorus/Best Location.,Ugur,Beyoglu,41.0333,28.98599,Entire home/apt,1102,3,26,1.64,229
Cozy flat in Moda! Best spot!! Near the coastline,Zeynep,Kadikoy,40.97964,29.02321,Entire home/apt,237,1,1,0.17,0
STUDIO APARTMENT,Hasan,Beyoglu,41.03326,28.98697,Private room,269,1,2,0.2,365
Great home  in Kadıköy,Seray,Kadikoy,40.99629,29.03869,Entire home/apt,95,2,13,0.74,178
The Boukoleon Suite&Apartment,Okan,Fatih,41.0018,28.97706,Entire home/apt,1055,1,7,0.4,350
Lovely Room in Kadıköy,Cem,Kadikoy,40.99784,29.0377,Private room,58,2,8,0.47,354
3 Bedroom Apartment (4.Levent),Başak,Kagithane,41.08475,29.00024,Entire home/apt,237,2,2,0.27,74
Mabet,Ferit,Kagithane,41.0848,29.0034,Entire home/apt,142,1,1,0.06,0
THE BOUKOLEON FAMILLY,Okan,Fatih,41.00301,28.97758,Private room,316,2,42,2.4,356
"Cozy entire flat at the City Center, near Taksim",Bulay,Sisli,41.05402,28.9803,Entire home/apt,100,3,4,0.48,170
Cozy Apartment in Etiler with a Private Garden,Güngör,Besiktas,41.0868,29.03418,Entire home/apt,200,2,15,0.94,126
Historical Designer Gem in Galata,Sarah,Beyoglu,41.02802,28.97697,Entire home/apt,717,5,7,0.93,242
Stay Inn Taksim Hostel – Central Location,Stay Inn Taksim,Beyoglu,41.03464,28.97618,Shared room,74,1,2,0.12,365
Stay Inn Taksim Hostel – Central Location,Stay Inn Taksim,Beyoglu,41.03561,28.97588,Shared room,74,1,2,0.12,365
Stay Inn Taksim Hostel – 4 bed mixed dorm,Stay Inn Taksim,Beyoglu,41.03568,28.97701,Shared room,74,1,2,0.11,365
Stay Inn Taksim Hostel – 4 bed mixed dorm,Stay Inn Taksim,Beyoglu,41.03456,28.97795,Shared room,74,1,3,0.18,365
Cosy place in central location// Sile merkezde,Uras,Sile,41.17573,29.61239,Entire home/apt,200,3,1,0.16,363
Cozy place at Maltepe,Murat,Maltepe,40.93995,29.15124,Entire home/apt,121,2,4,0.24,156
İstanbul Gayrettepe/Beşiktaş,Gözde,Besiktas,41.05972,29.00337,Private room,95,1,2,0.41,180
centrally located luxury apartment,Tutku,Sisli,41.05924,28.99184,Entire home/apt,148,3,19,1.17,263
Your New and Comfortable flat in İstanbul,Mehmet,Bagcilar,41.02063,28.81987,Entire home/apt,153,28,18,1.75,141
Cozy house in perfect location,Sevi,Sisli,41.05021,28.98443,Private room,74,2,3,0.18,0
Cozy place near central locations of Istanbul,Cagri,Kagithane,41.07713,29.00204,Private room,58,1,1,0.06,178
شقق فندقية فاخرة,Rasha,Avcilar,41.00249,28.69781,Entire home/apt,348,1,1,0.15,365
Cozy Apartment  in Center of Istanbul,Alihan,Sisli,41.07577,28.99603,Private room,148,1,9,1.05,342
studio space with a hip rooftop (w/alcove),Emrah,Beyoglu,41.03515,28.97563,Entire home/apt,327,1,58,4.2,288
Cosy Room& Central Located,Ahmet,Beyoglu,41.03492,28.98108,Private room,69,1,75,4.34,90
Rooftop Sea view - 2 big terraces,Elisa,Beyoglu,41.03444,28.99216,Private room,200,2,9,0.56,88
Casa Di Bava 1 bedroom in Art District 3,Duygu,Beyoglu,41.0322,28.97847,Entire home/apt,359,1,4,0.37,365
Cozy Room in Tarabya,Gonul,Sariyer,41.14036,29.03803,Private room,100,1,2,0.21,364
Private flat between beach seaside and elegant av.,Taner,Kadikoy,40.96099,29.07743,Private room,137,2,2,0.12,169
(Phone number hidden by Airbnb),Abdullah,Basaksehir,41.06454,28.80828,Shared room,248,1,1,0.06,0
**Lovely big red-home nearby Bağdat Street,Merve,Kadikoy,40.96158,29.09335,Private room,100,1,1,0.06,177
"Boutique Room in Taksim 2, Free wi_fi",Salih,Sisli,41.0443,28.98622,Private room,190,2,1,0.1,262
FANTASTIC FLATS WITH SWIMMING POOL,Mustafa,Avcilar,40.98501,28.72488,Entire home/apt,237,1,5,0.33,364
2 bedroom + 1 living room new furnished cozy flat,Mustafa,Kagithane,41.07126,28.97617,Entire home/apt,90,1,9,0.6,180
Taksim Tünel,Özlem,Beyoglu,41.0282,28.97754,Private room,74,1,1,0.07,89
Golden Galata Terrace Suite,Gökhan,Beyoglu,41.02555,28.97726,Private room,211,1,1,0.1,313
Golden Galata Family Studio,Gökhan,Beyoglu,41.02566,28.97734,Private room,190,1,1,0.12,306
İstanbul apt,Milad,Zeytinburnu,41.01019,28.90625,Private room,63,1,2,0.14,0
Casa Di Bava 1Bedroom in Art's District 4,Duygu,Beyoglu,41.03267,28.97864,Entire home/apt,385,1,18,1.13,358
Diamond City Zeytinburnu,Semih,Zeytinburnu,40.99614,28.91281,Private room,200,1,1,0.06,90
The whole wooden house with pool,Aslı,Beykoz,41.13177,29.25449,Entire home/apt,1998,1,2,0.3,174
İstanbul Atakent,Süleyman,Kucukcekmece,41.04997,28.7659,Private room,74,1,2,0.14,2
#7 TRIPLEX HOUSE FOR 15 PAX,Farouq,Fatih,41.00472,28.9701,Entire home/apt,285,5,1,0.08,288
Sunny Crash Pad in Cihangir,Sydney,Beyoglu,41.03026,28.98747,Private room,221,3,1,0.06,0
"Center of Istanbul, Taksim, Cihangir, Beyoğlu",Ceyhun Murat,Beyoglu,41.03369,28.98788,Private room,58,1,11,0.65,322
Economic Flat Central&History Istanbul/Taksim,Eminönü,Beyoglu,41.03455,28.97219,Entire home/apt,0,2,65,3.96,310
"Beautiful view, Sunshiny flat and Charitable folk",Hakan,Pendik,40.87471,29.22865,Private room,169,1,6,0.37,173
25minutestoairport A.C.and.Wİ-Fİ,Oguz,Gungoren,41.01937,28.86746,Entire home/apt,137,2,5,0.31,57
Comfy Central Room,Elif Gizem,Beyoglu,41.03744,28.975,Private room,47,2,2,0.12,0
Cosy Flat Close to the Business District,Kağan,Kagithane,41.0827,28.98838,Entire home/apt,100,1,2,0.13,0
Üsküdar Harem (next to Bosphorus and Kadıkoy),Yasin,Uskudar,41.00904,29.01532,Private room,69,1,1,0.08,365
Cem’s Residence,Cem,Umraniye,40.99777,29.13565,Private room,469,1,1,0.07,89
A Private Room with Sea View,Stephan,Maltepe,40.92117,29.15869,Private room,47,1,1,0.07,0
Beautiful & Big & Central Room in Levent/ISTANBUL,Aykut,Sisli,41.07514,29.01075,Private room,53,1,2,0.13,363
"Villa with Private Pool and Garden, with Barbecue",Emir,Silivri,41.09684,28.34263,Entire home/apt,1002,2,3,0.3,150
"Antique Hostel, 1 Bed in 4 Bed Sea View",Antique,Fatih,41.00606,28.97864,Shared room,79,1,13,0.97,346
Historical Building 5 min walk to Taksim Galata,Özge,Beyoglu,41.03421,28.98109,Entire home/apt,596,2,1,0.21,365
CTS taksim Elisiyum rezidence,Cihan,Sisli,41.04149,28.98325,Private room,949,1,10,0.87,350
Double Deluxe Friendly Hotel,Tarek,Fatih,41.0091,28.95928,Private room,359,1,1,0.22,365
Jasmine  Apart Semi-Basement,Erdal,Fatih,41.00387,28.96581,Private room,169,2,3,0.42,354
Beyoğlu Asmalı Mescit'te Kiralık,Hale,Beyoglu,41.02862,28.9746,Entire home/apt,132,2,44,2.64,30
ENDLESS SUITES TAKSIM,Serhat,Beyoglu,41.04043,28.98106,Private room,258,3,4,0.24,365
❤️ BIG FAMILY APT★6BR★6 BATHS★KITCHEN★WASHER★DRYER,Cevdet,Beyoglu,41.05588,28.94969,Entire home/apt,2974,1,1,0.13,365
Residence new\ comfortable - 8 min to airport,Selin,Bagcilar,41.03622,28.81299,Entire home/apt,369,7,7,0.45,365
Economic Apartment Taksim Central&History/istanbul,Eminönü,Beyoglu,41.03534,28.97225,Entire home/apt,0,2,46,2.8,302
Merkez'de Ferah BAHÇELİ DAİRE ! Sporsalonu/ 1+1,Irmak,Sisli,41.05901,28.97047,Entire home/apt,121,1,3,0.53,324
** Fantastic Room with a sea view **,Alihan,Fatih,41.00376,28.97442,Private room,153,1,7,0.53,358
2 br apartment on third floor  (elevator ),Amir,Fatih,41.00554,28.96773,Entire home/apt,274,3,6,0.53,336
Fener - Balat,Dogacan,Fatih,41.03161,28.94861,Private room,58,1,10,0.63,269
A cosy place for female guests- Sadece bayanlar-,Zübeyde,Avcilar,40.97933,28.72867,Shared room,47,1,3,0.25,354
One Bedroom Suite - Grand Bazaar Area,Yavuz,Fatih,41.0048,28.96652,Entire home/apt,179,1,6,0.37,338
Double Room - Pleasant place and staff,Azamat,Fatih,41.00533,28.97985,Private room,121,2,2,0.15,277
Triple Room - Pleasant place and staff,Azamat,Fatih,41.00414,28.97995,Private room,148,2,1,0.1,284
Double/Breakfast/Room Service/Info desk,Azamat,Fatih,41.00411,28.98058,Private room,190,2,21,1.49,284
Triple/Breakfast/Room Service/Info desk,Azamat,Fatih,41.00508,28.97889,Private room,148,2,1,0.11,284
Istanbul 2 Bedrooms 1 Livingroom,Huseyin,Sisli,41.06388,29.00101,Entire home/apt,606,3,2,0.19,364
1+1 luxury flat in perfect location,Antonio,Sisli,41.04947,28.99306,Entire home/apt,248,1,10,0.66,340
Cosy quiet apartment in Nisantasi,Semih,Sisli,41.05165,28.99171,Entire home/apt,264,2,1,0.12,363
Harmood,Asma,Beyoglu,41.03727,28.97271,Private room,95,1,1,0.21,363
İstanbul Emirgan cozy apartment with garden,Eda,Sariyer,41.10921,29.04274,Entire home/apt,211,2,1,0.08,350
Double Room in Historical Area,Muro,Fatih,41.00617,28.96649,Private room,264,4,2,0.41,365
Comfortable Private Room in the City Center,Tugce,Sisli,41.05588,28.98181,Private room,90,2,80,4.86,180
TRİPLE ROOM 2 OR 3 PEOPLE,Muro,Fatih,41.00702,28.96724,Private room,264,4,7,0.46,358
Dekoratif şık yeşillikler içinde güvenlikli site,Ümit,Atasehir,40.98914,29.11409,Private room,79,1,1,0.09,90
Deluxe quadruple rooms,Erdal,Beyoglu,41.0366,28.97999,Private room,269,1,1,0.48,365
STANDART TRIPLE ROOM,Ramazan,Fatih,41.01203,28.97389,Private room,237,1,6,0.85,357
TAKSİM İSTANBUL APART  TWİN ROOM   WİTH BALCONY,Halil,Beyoglu,41.03874,28.98323,Private room,142,1,1,0.13,365
Üsküdar Bağlarbaşı,Sezgin,Uskudar,41.02172,29.03392,Shared room,100,1,1,0.11,365
"Warm, comfy, fresh and clean rooms with free Wi-Fi",Anna & Typhoon,Kadikoy,40.98352,29.08585,Private room,100,1,2,0.12,4
Family hospitality for solo traveler room 2,Ozlem,Fatih,41.00399,28.97606,Private room,153,1,11,0.96,73
Cozy room in Harbiye Close to Taksim,Stephen,Sisli,41.04601,28.98602,Private room,69,7,12,0.77,57
Cozy room & Easy host in Istanbul,Can,Uskudar,41.02556,29.02392,Private room,53,1,8,0.54,159
Great studio at city centre NEAR TAKSİM (5 MINUTE),Deniz,Sisli,41.04508,28.98528,Entire home/apt,69,1,10,0.81,177
Clean and sweet home...,Serhat,Beyoglu,41.02596,28.97858,Entire home/apt,174,2,59,3.65,257
Atatürk havalimanına yakın özel oda,Funda,Bahcelievler,40.99316,28.84213,Private room,100,1,2,0.15,180
Dirt cheap! Student home! Great location!,Büşra,Fatih,41.00454,28.92963,Private room,100,1,2,0.12,364
ECONOMY ROOM,Ramazan,Fatih,41.01243,28.97428,Private room,179,1,32,2.3,342
STANDART TWIN ROOM,Ramazan,Fatih,41.0138,28.97382,Private room,211,1,6,0.73,357
a room with view on large apartment at Galata,Sibel,Beyoglu,41.02819,28.97322,Entire home/apt,95,2,45,2.78,65
Dancing Flat,Evrim,Sisli,41.05109,28.9828,Entire home/apt,169,2,14,2.08,262
Cosy Room for Intl. Female Guests in Istanbul,Funda,Kagithane,41.0832,28.9916,Private room,53,7,2,0.15,338
Ataköy Nef 22,Onur,Bakirkoy,40.99166,28.83472,Entire home/apt,559,2,1,0.08,87
small comfy apartment with a city view in beyoğlu,Sibel,Beyoglu,41.03511,28.97483,Entire home/apt,121,2,4,0.59,145
Cozy Private Room in the City Center,Tugce,Sisli,41.05534,28.98288,Private room,90,2,52,3.22,171
Peaceful apartment with a green view in Nisantasi,Nazli,Sisli,41.05115,28.9965,Entire home/apt,385,3,1,0.06,365
"Taksim/Gümüşsuyu 
(Kabataş, Near to Bosphorus )",Yusuf,Beyoglu,41.03672,28.99135,Private room,79,2,25,1.57,330
Cosy flat with a beautiful sea view in Beşiktaş,Feriha,Besiktas,41.0552,29.0016,Private room,121,1,8,0.95,363
Perfect room in my lovely flat in Kadikoy,Cem,Kadikoy,40.99626,29.03795,Private room,58,1,1,0.18,136
Central location  in Kadıköy,Muhammed Fatih,Kadikoy,40.98879,29.03408,Private room,53,1,9,0.56,364
Cozy room at good location,Fırat,Fatih,41.01258,28.9267,Private room,279,1,6,0.39,7
Double/Breakfast/Room Service/Info desk,Azamat,Fatih,41.00356,28.97895,Private room,137,2,21,1.5,284
Double/Breakfast/Room Service/Info desk,Azamat,Fatih,41.00573,28.98001,Private room,190,2,28,2.1,282
Triple/Breakfast/Room Service/Info desk,Azamat,Fatih,41.00542,28.97854,Private room,243,2,18,1.27,270
Double/Breakfast/Room Service/Info desk,Azamat,Fatih,41.00372,28.97942,Private room,132,2,37,2.39,280
Double Room - Pleasant place and staff,Azamat,Fatih,41.00531,28.97839,Private room,190,2,18,1.34,284
Historical Greek House with Amazing View,David,Fatih,41.03093,28.9485,Entire home/apt,406,3,29,1.93,296
BIG ROOM WITH GOLDEN HORN WIEV,Ali,Beyoglu,41.03878,28.95894,Shared room,63,2,1,0.09,45
Reasonable Price and Cosy Flat in 4.Levent,İlhan,Kagithane,41.08408,29.00083,Private room,42,3,6,0.38,138
Perfect location to reach allaround,Selim Deniz,Sisli,41.05978,28.99616,Private room,63,1,7,0.45,365
Emine Sultan Hotel,Mustafa,Fatih,41.00356,28.97496,Private room,301,2,2,0.17,336
"Historic, central apartment with panoramic views",Daniel,Beyoglu,41.02854,28.97876,Entire home/apt,200,3,34,2.16,22
Boutique Room in Taksim 4 Free wi_fi,Salih,Sisli,41.04408,28.98597,Private room,221,2,1,0.06,365
Boutique Room in Taksim 8 Free wi_fi (balcony),Salih,Sisli,41.04223,28.98477,Private room,174,2,2,0.14,365
Diamond Suit,Semih,Zeytinburnu,40.99409,28.9128,Private room,169,1,2,0.37,365
Beautiful apartment with garden in the old city,David,Fatih,41.03146,28.94798,Entire home/apt,258,3,20,1.55,322
Economy flat near to Maltepe center,Nare,Maltepe,40.96057,29.14249,Entire home/apt,211,5,2,0.16,344
Cosy and spacious room in CIHANGIR/LGBT friendly,Gülay,Beyoglu,41.02916,28.98257,Private room,111,2,64,4.19,46
"Spacious, Quiet & Chic in Kozyatağı",Leonardo,Kadikoy,40.96917,29.09792,Private room,79,1,8,0.92,0
Cosy and closest flat to AirPort,Fulya,Pendik,40.92752,29.30654,Private room,63,1,4,0.27,365
Moda'da Bahçe Katı,Berk,Kadikoy,40.98527,29.03069,Entire home/apt,301,1,2,0.12,0
Private Apartment near ITU/Bogazici Universities,James,Sariyer,41.09598,29.03228,Entire home/apt,53,3,11,0.76,21
