name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
Istanbul Villa Galley City view in Hagia Sofia 1,Can Serbay,Fatih,41.00393,28.96866,Private room,137,1,122,2.92,301
Istanbul Villa Galley Garden view in Grand Bazar 3,Can Serbay,Fatih,41.00344,28.96832,Private room,153,1,57,1.43,291
Istanbul Villa Galley City view in Galata Tower 4,Can Serbay,Fatih,41.0024,28.9677,Private room,127,1,21,0.55,296
Istanbul Villa Prince Islands view in Bosphorus 8,Can Serbay,Fatih,41.00259,28.96707,Private room,153,1,10,0.34,317
Newly Renovated Two Bedroom,Ozge,Sisli,41.06003,28.98907,Entire home/apt,1192,1,1,0.02,365
Stunning Apartment by Galata Tower8,Ömer,Beyoglu,41.02714,28.97303,Entire home/apt,475,2,107,2.59,360
Two Bedroom - Grand Bazaar Area 5 Guest,Yavuz,Fatih,41.00638,28.96533,Entire home/apt,190,1,114,2.78,325
1 Room in Large Flat next to Metro & Near Airport,Aydin,Bahcelievler,40.99323,28.84304,Private room,105,7,9,0.21,365
"Taksim flat(living room, kitchen, bath)",Cagri,Beyoglu,41.03408,28.98221,Entire home/apt,142,4,4,0.43,324
family room,Ahmet Efendi,Fatih,41.00379,28.97919,Private room,385,1,15,0.45,363
Renatus Aparts,Mehmet,Esenyurt,41.02655,28.62613,Private room,148,1,1,0.03,365
"Duplex Roof Floor,Private Terrrace",Ismail,Beyoglu,41.03583,28.97495,Entire home/apt,601,1,2,0.05,352
Centrally Located Balcony wSea View,Fati,Beyoglu,41.02783,28.97558,Private room,95,3,1,0.22,354
"Balat, Historical Place Private Room",Özgür,Fatih,41.03367,28.94722,Private room,79,5,14,1.81,365
Close to anything you need!,Gozde,Beyoglu,41.03371,28.98692,Entire home/apt,127,1,2,0.33,89
Comfortable and cosy in green,Nesen,Sariyer,41.12538,29.06656,Private room,227,1,3,0.08,364
Tunakan Homes - Balcony Flat No.4,Kaya,Kadikoy,40.9919,29.02765,Entire home/apt,132,4,9,0.23,147
Tunakan Homes Street View Flat,Kaya,Kadikoy,40.99162,29.02775,Entire home/apt,127,4,5,0.48,89
Taksim Grenn suites,Rıdvan,Beyoglu,41.03937,28.98218,Private room,137,1,20,0.48,362
taksim green suites,Rıdvan,Beyoglu,41.03828,28.98159,Entire home/apt,132,2,7,0.17,364
New Building in the Heart of City,Emrah,Sisli,41.04822,28.98712,Entire home/apt,190,30,14,0.34,365
Best View in Istanbul,Gürkan,Sariyer,41.08612,29.04933,Shared room,132,1,4,0.19,363
SKY FLATS NO.4 COMFORT IN DOWNTOWN,Gokce,Beyoglu,41.03233,28.98529,Entire home/apt,417,1,8,0.2,365
"Charming, Romantic with Balcony on the Bosphorus",Abdellahi,Sariyer,41.16245,29.04314,Entire home/apt,237,2,15,0.83,278
LUXURY CENTRAL OF ISTANBUL GALATA,Osman,Beyoglu,41.02754,28.96891,Entire home/apt,290,2,65,1.55,291
DELİGHTFUL APARTMENT NEAR GALATA,Osman,Beyoglu,41.02722,28.96828,Entire home/apt,232,2,48,1.14,284
Comfortable Room in Ortakoy Center,Selimcan,Besiktas,41.05133,29.02371,Private room,132,2,9,0.21,0
BStyleHomes: Big 3BD and Central Home,Eda,Sisli,41.0623,28.99703,Entire home/apt,432,14,1,0.07,362
Let's Catch Luxury & Comfort,Mohammad,Zeytinburnu,40.99533,28.90879,Entire home/apt,269,1,6,0.15,365
An artist flat in heart of Istanbul,Desen,Beyoglu,41.0302,28.97904,Entire home/apt,84,2,20,0.47,44
Apt Cukurcuma / Cihangir Beyoglu,Bk,Beyoglu,41.03195,28.98206,Entire home/apt,343,3,2,0.06,365
"Terrace, Patio & Bosphorus! Good for gatherings!",Kemal,Sariyer,41.14591,29.04826,Entire home/apt,923,2,7,0.17,356
"Spacious Baltalimani, Emirgan flat",Sebnem&Shane,Sariyer,41.09568,29.05217,Entire home/apt,248,1,1,0.02,0
Lovely&Quiet flat in Cihangir,Esra,Beyoglu,41.03485,28.98772,Private room,100,1,2,0.39,365
Comfy Room Cozy House in Istinye,Ethel,Sariyer,41.1117,29.03813,Private room,211,1,4,0.35,363
10 min.walk distance to the CevahirMall and Metro,Alper,Sisli,41.05794,28.98302,Entire home/apt,622,1,13,2.65,349
85sqm One Bedroom Apt.6 in Cihangir,Noa Luxury Apartments,Beyoglu,41.02856,28.9811,Entire home/apt,448,3,10,0.24,323
It's near to 4.Levent metro station,Furkan,Kagithane,41.08572,29.00259,Shared room,84,1,1,0.02,0
Apartment With Seaview Free Wifi,Hotel Le Mirage,Fatih,41.02755,28.95296,Private room,295,1,1,0.61,0
Studio Room With Seaview Free Wifi,Hotel Le Mirage,Fatih,41.02845,28.95271,Entire home/apt,337,1,11,0.27,349
Hotel residence flat close to metro,Kerem,Maltepe,40.93761,29.13625,Entire home/apt,100,28,1,0.03,48
творческая комната,Gokce,Fatih,41.02488,28.95543,Private room,121,2,10,0.26,364
Comfortable Room near to The Square,Kerem,Beyoglu,41.039,28.98118,Entire home/apt,195,1,150,3.87,313
Istanbul Villa Galley City view in Blue Mosque 2,Can Serbay,Fatih,41.00397,28.96704,Private room,137,1,73,1.84,318
Istanbul Villa Galley Attic Room with Terrace 7,Can Serbay,Fatih,41.00295,28.96903,Private room,174,1,40,1.17,278
Istanbul Villa Galey Sea view in Ottoman Palaces 6,Can Serbay,Fatih,41.00387,28.96826,Private room,137,1,13,0.35,324
Istanbul Villa Galley Sea view in Rome Palaces 5,Can Serbay,Fatih,41.0038,28.96706,Private room,137,1,24,0.59,308
Central sunny cozy room in Sisli,Gulsena,Sisli,41.05334,28.98019,Private room,47,7,2,0.27,90
Dublex Room,Maide&Akif,Besiktas,41.05034,29.02459,Private room,100,1,1,0.16,365
Cozy Room in a Convenient Location,Figen,Atasehir,40.9916,29.07973,Entire home/apt,132,1,8,0.19,365
Sea View Flat in Central Old Town,Onur,Fatih,41.00315,28.97493,Private room,385,1,2,0.06,365
enti's home,Nurullah,Avcilar,40.98454,28.73387,Private room,37,1,8,0.31,364
COSY APT IN THE BEST AREA,Asli,Beyoglu,41.0319,28.97926,Entire home/apt,95,2,16,1.9,26
Sharing My Cozy Home!,Ali & Argen,Eyup,41.07577,28.95709,Private room,185,1,17,0.4,365
Private&Suite Room,Secondhome,Fatih,41.01284,28.97585,Private room,169,2,2,0.06,89
''BlueMosq-Balcony-SeaV'' 3BR LUXURY APT!,Ali & Argen,Fatih,41.00684,28.97347,Entire home/apt,596,1,17,0.43,352
Economic Flat for 7 near Bluemosque,Safa,Fatih,41.00585,28.97199,Entire home/apt,290,2,76,2.33,0
Price Effective Flat @ Sultanahmet,Safa,Fatih,41.00535,28.9713,Entire home/apt,374,2,47,1.47,104
Large Room With Balcony in Kadıköy,Sena,Kadikoy,40.99583,29.02669,Private room,105,2,5,0.12,0
Economy Family Room- Basement Floor,Yavuz,Fatih,41.00669,28.96464,Entire home/apt,174,1,38,0.94,317
AĞVADAKİ CENNET,V.Vural,Sile,41.12606,29.86087,Entire home/apt,606,1,3,0.08,365
A small and cosy flat in Cihangir,Demet,Beyoglu,41.02969,28.98169,Entire home/apt,95,3,8,0.19,0
Seaside Rooftop in Burgaz Island,Saygun,Adalar,40.88039,29.06945,Entire home/apt,606,3,8,0.45,346
Superb terrace overlooking the Cent,Ahmet,Fatih,41.02155,28.95071,Entire home/apt,195,1,1,0.91,365
Quiet and Nice Room,Firuzan Melike,Besiktas,41.04717,29.0129,Private room,74,1,1,0.02,355
Elegant flat in heart of Bakırköy,Evren,Bakirkoy,40.98955,28.86861,Entire home/apt,316,4,13,0.35,347
Cozy Flat very close to Taksim,Can Emre,Sisli,41.06308,28.98395,Entire home/apt,142,3,29,0.7,364
Near the galata tower 400mt,Gökhan,Beyoglu,41.02845,28.97682,Private room,200,15,2,0.08,0
Quite and spacious House.,Waseem,Beyoglu,41.03075,28.97984,Private room,179,3,5,0.12,0
LUXURY DOUBLE ROOM  (19th Century Ottoman House),Rose,Fatih,41.00475,28.97329,Private room,111,2,25,0.66,353
Istanbul Villa Galley Sea view 8 Room 22 Person,Can Serbay,Fatih,41.00422,28.9678,Entire home/apt,997,1,9,0.27,354
"Peaceful,clean,close to the subway",Birsen,Kadikoy,40.9842,29.08653,Private room,63,1,2,0.05,270
Comfortable Studio at the Top Floor,Pinar,Beyoglu,41.03679,28.9811,Private room,406,1,1,0.02,364
#2 SUNNY DOUBLE BATHROOM 5 PAX FLAT,Farouq,Fatih,41.00369,28.97054,Entire home/apt,185,3,34,0.86,305
#3 SUNNY DOUBLE BATHROOM 5 PAX FLAT,Farouq,Fatih,41.00282,28.96978,Entire home/apt,174,3,34,0.89,328
Istanbul Prince's Island (Buyukada),Kivanc,Adalar,40.86371,29.13206,Entire home/apt,274,2,27,0.87,320
Ortaköy,Teoman,Besiktas,41.05247,29.02235,Private room,79,1,1,0.09,365
"Beautiful,new suite rooms Taksim",Hakan,Beyoglu,41.03504,28.98475,Private room,148,1,1,0.04,365
Central appartment in Abbasaga,Bora,Besiktas,41.04713,29.0067,Entire home/apt,47,2,3,0.27,0
Flat in Osmanbey Sisli (Near Taksim),Alen,Sisli,41.04998,28.98634,Entire home/apt,290,2,21,2.97,210
Roof top+Cosy Room+Breakfast+Wi-Fi+Air Conditioner,Serdar,Fatih,41.02855,28.95125,Private room,100,2,116,2.84,235
DEAL MODA-KADIKOY-STYL FULLnew HOME,Sinem,Kadikoy,40.98526,29.02307,Entire home/apt,359,2,46,1.15,364
Cozy Room for Males Next to Sapphire-@ 4. Levent,İsmail,Kagithane,41.08271,29.00266,Private room,53,1,1,0.1,292
"Merhaba , Ben Kutlun ",Kutlun,Sisli,41.04843,28.98202,Entire home/apt,601,3,1,0.04,365
Peaceful Home Studio in Cihangir,Gizem,Beyoglu,41.03243,28.98457,Private room,148,2,10,0.26,363
DOUBLE DELUXE ROOM-2,Veysel,Fatih,41.018,28.96159,Private room,290,1,1,0.03,365
"Cozy, Private Room at City Center",Tolga,Sisli,41.058,28.99513,Private room,148,2,2,0.05,0
Amazing location! Private room!,Serhat,Besiktas,41.04779,29.00229,Private room,79,5,12,0.36,363
FEYZA APART DELUX APARTMENT(5 PERSONS),Mehmet Cevat,Fatih,41.00507,28.97068,Entire home/apt,279,2,38,0.92,350
nice room&very good location,Naz&Gulcin,Sisli,41.06245,28.99603,Private room,53,2,1,0.02,365
3 Rooms in Large Flat Near Airport,Aydin,Bahcelievler,40.99257,28.8424,Entire home/apt,337,1,1,0.06,328
In the heart of taksim,Müesser,Beyoglu,41.03449,28.97209,Private room,121,2,6,0.16,364
TRADITIONAL FLAT ON THE GOLDEN HORN,Filiz,Fatih,41.02878,28.95073,Private room,90,3,6,0.87,270
New Building in the Heart of City,Emrah,Sisli,41.04768,28.98595,Entire home/apt,190,30,4,0.22,365
New Building in the Heart of City,Emrah,Sisli,41.04836,28.9858,Entire home/apt,190,30,6,0.15,365
New Building in the Heart of City,Emrah,Sisli,41.0475,28.986,Entire home/apt,190,30,14,0.38,364
"Calm, peaceful and central flat",Zuhal,Kadikoy,40.99198,29.02772,Private room,121,5,1,0.02,365
grandbazaar private room free wifi,Alper,Fatih,41.00669,28.96951,Private room,269,2,42,1.04,360
The hidden beauty of Galata 2 : ),Kerem,Beyoglu,41.02816,28.97668,Entire home/apt,385,2,93,2.26,105
The hidden beauty of Galata-3-! : ),Kerem,Beyoglu,41.02673,28.97661,Entire home/apt,1313,2,30,0.73,119
"CHEAP ROOM, TAKSIM CENTER",Tuba,Beyoglu,41.03696,28.97398,Private room,74,1,8,0.2,342
Lovely rooms** nice people** central** near metro,Osman,Kadikoy,40.99545,29.02742,Entire home/apt,237,1,11,1.8,352
ADA KARAKÖY STANDARD ROOM,İhsan,Beyoglu,41.0234,28.97611,Private room,448,1,1,0.03,365
Camelot Aparts,Alev,Fatih,41.00537,28.97377,Private room,148,1,1,0.03,365
ADA KARAKÖY DELUXE DOUBLE ROOM,İhsan,Beyoglu,41.02271,28.97669,Private room,475,1,1,0.02,365
cleanandsaferoominneartooldcity!!!!,Ilkay,Fatih,41.00667,28.92731,Shared room,69,1,2,0.1,365
"Central location in Ortaköy, nice double bedroom",Uluç,Besiktas,41.04895,29.02397,Private room,74,1,1,0.02,0
Bright  Room in Beyoglu,Levsay,Beyoglu,41.03547,28.97985,Private room,121,2,1,0.02,364
Cozy Flat in Uskudar,Ali,Uskudar,41.01205,29.01386,Entire home/apt,127,3,43,1.16,240
5 min to SAW Sabiha Gökçen Airport,Talip,Pendik,40.92207,29.28166,Private room,84,1,18,0.44,89
"Luxury renovated, Proper Flat- Beyoglu 5",Mersin,Beyoglu,41.03713,28.97647,Entire home/apt,216,5,7,0.18,226
wonderful 2+1 whole house in the heart of the city,Engin,Sisli,41.05967,28.98817,Entire home/apt,116,5,15,0.41,173
Luxury seaside flat with garden,Jale,Maltepe,40.94468,29.10757,Entire home/apt,237,4,24,0.6,316
Akmerkezin karşısında Bahçeli daire,İclal,Besiktas,41.07487,29.02525,Entire home/apt,601,3,1,0.03,178
"Fantastic Flat with Terrace, Taksim",Berna Melih Verda,Beyoglu,41.03423,28.98641,Entire home/apt,295,2,206,4.99,298
"Fabulous Flat with Terrace, Taksim",Berna Melih Verda,Beyoglu,41.03559,28.98503,Entire home/apt,274,2,113,2.74,322
"Comfortable,Bright, a large flat",Afsin,Sisli,41.05858,28.98561,Private room,90,2,4,0.1,363
5 Pax Deluxe Suites With 2 Bathroom,Bedirhan,Fatih,41.00606,28.96851,Entire home/apt,591,2,61,1.55,358
Ada Homes Mini Studio,Müzeyyen,Beyoglu,41.03405,28.97939,Entire home/apt,148,1,60,1.46,280
"Near to Bosphore, cozy, luminous!",Basak,Besiktas,41.06817,29.04178,Entire home/apt,200,3,1,0.04,362
BEST LOCATION WITH SEA VIEW TAKSIM,Alp Doğu,Beyoglu,41.03068,28.97434,Entire home/apt,290,3,6,2.02,244
Family Apartment 5 Pax -Sultanahmet,Sultan,Fatih,41.00429,28.96966,Entire home/apt,2979,1,11,0.27,365
Lale Köşk 3,Ayten & Ercan,Adalar,40.86451,29.12341,Entire home/apt,258,1,42,1.06,352
Best Located Area & Decorated House,Tuğçe,Kadikoy,40.98491,29.02599,Entire home/apt,290,1,5,0.16,0
Special Taksim Flat wt balcony room,Gizem,Beyoglu,41.03297,28.98448,Private room,121,1,3,0.14,365
Cozy Apartment / Next to Airport,Ozancan & Arzu,Bakirkoy,40.98386,28.8773,Entire home/apt,179,2,76,1.93,249
BAHARIYE CADDESI.MERKEZDE KONFORLU.BEST LOCATION,Ekin,Kadikoy,40.9886,29.02874,Entire home/apt,163,1,44,1.09,0
COZY ROOM IN OLDCITY SULTANAHMET,Atilla,Fatih,41.00552,28.98084,Private room,211,1,4,0.12,0
Leon Apartment Taksim with Balcony,Kürşad,Beyoglu,41.03518,28.97546,Entire home/apt,158,1,143,3.53,262
Just 5 minutes to Taksim and Nisantasi Studios,Aynur,Sisli,41.04446,28.98461,Private room,185,3,1,0.03,365
Tam bir sinema ortami ev:) yuksek manzara .29. Kat,Tennis,Basaksehir,41.07027,28.68,Entire home/apt,264,1,1,0.55,364
DEAL-Moda-Stylısh Room-Private Bathroom@KADIKOY,Sinem,Kadikoy,40.98483,29.02178,Private room,121,2,3,0.07,354
Milano Suites & Spa  Istanbul,Gökhan,Fatih,41.00569,28.96349,Private room,148,1,4,0.22,365
Centre of besiktas,Resul,Besiktas,41.0453,29.00259,Entire home/apt,69,1,1,0.08,235
Boğaz Ayaklarınızın Altında,Abdulkadir,Uskudar,41.02973,29.01778,Entire home/apt,269,250,1,0.03,329
Cozy Bedroom in Heart of Cihangir,Deniz,Beyoglu,41.03036,28.98144,Private room,90,2,10,0.25,0
DOLCE VITA superior APARTMENT,Dolce Vita,Sisli,41.06283,28.98766,Entire home/apt,237,1,6,0.23,365
116 Residence 1+1 Suite,Mana,Sisli,41.06255,28.98606,Entire home/apt,327,2,4,0.35,364
My Own home for Short Stay,Jetm,Kadikoy,40.96689,29.06857,Shared room,47,1,1,0.04,365
A ROOM CLOSE TO ISTIKLAL ONLY 19 €,Hakan,Beyoglu,41.03705,28.97253,Shared room,111,1,1,0.02,365
Taksim'e 30 dk-Bilgi Santral 15 dk,Lezgin,Eyup,41.08318,28.92025,Private room,58,1,1,0.05,364
4 LEVENTde 2+1 penthouse apart,Halil,Kagithane,41.08499,29.00394,Entire home/apt,395,1,1,0.03,363
Muhteşem manzaralı rezidans studyo,Oğuz,Eyup,41.08203,28.92676,Private room,179,5,1,0.02,365
Residence in Sisli. Elite location.,Ayberk,Sisli,41.0686,28.99215,Private room,264,1,2,0.48,365
Private Room with balcony & Central Location,Sevecen,Kadikoy,40.99055,29.02563,Private room,63,1,4,1.22,364
Lale Köşk apartment 2,Ayten & Ercan,Adalar,40.86515,29.12446,Entire home/apt,369,1,42,1.21,342
PRİVATE GRAND BAZAAR ROOM,Hüseyin,Fatih,41.00718,28.96885,Private room,79,2,52,1.53,365
PRİVATE GRAND BAZAAR FAMILY STUDİO,Hüseyin,Fatih,41.00679,28.96919,Private room,84,2,25,1.14,365
Cozy Flat in Suadiye,Gizem,Kadikoy,40.96639,29.09036,Entire home/apt,100,1,13,1.26,166
Stay in the heart of Taksim,Tuba,Beyoglu,41.03588,28.97961,Private room,295,1,2,0.34,365
Cozy single room in Şişli,Serdar,Sisli,41.05973,28.9946,Private room,69,3,16,0.4,365
One Bedroom Apartment with Terrace,Duygu,Beyoglu,41.03081,28.97917,Entire home/apt,179,1,25,0.75,256
Excl. Bosphorus view PrivateTerrace,Ramiz,Fatih,41.00337,28.97716,Private room,311,1,7,0.17,357
Amazing holidays apartment,Abdullah,Kagithane,41.10376,28.98338,Entire home/apt,527,1,8,0.25,359
Stylish Beatiful Suite Taxim Sq Open buffet brkfst,Ata,Beyoglu,41.03869,28.98212,Private room,427,1,2,0.09,364
Nice room with kitchen near the Taksim Square,Ata,Beyoglu,41.03954,28.98165,Private room,395,1,2,0.07,0
Antique Wooden House 5min to Center,Fatih,Uskudar,41.0344,29.03062,Entire home/apt,765,2,2,0.05,362
BLUE SULTAN APART  Unbeatable Location,Fehmi,Fatih,41.00678,28.97308,Entire home/apt,121,2,99,2.48,61
1+1 flat for 4 ppl + ext 1 sofa 5th,Haythem,Beyoglu,41.03943,28.98053,Entire home/apt,448,7,13,0.39,365
1 double room for 2 people,Haythem,Beyoglu,41.04055,28.98338,Entire home/apt,132,7,17,0.48,89
"Art House in Downtown, Taksim",Deniz,Sisli,41.04228,28.98316,Private room,269,1,1,0.02,333
"history,entertaiment and tourism??",Seda,Eyup,41.07675,28.95064,Entire home/apt,169,2,4,0.11,365
Double Room,Alihan,Fatih,41.01372,28.97823,Private room,295,1,1,0.04,0
PRIVATE  COZY FLAT BASEMENT FLOOR,Hüseyin,Fatih,41.00548,28.96741,Private room,90,2,36,1.61,362
NishSuites Daire 304,Nish,Besiktas,41.06155,29.0095,Private room,258,1,1,0.03,365
Beyoglu/Istanbul,Osman Vedüd,Beyoglu,41.04747,28.94718,Private room,90,1,2,0.06,365
Teras keyfi ve İstanbul Manzarası. Evin tamamı,Ahmet,Fatih,41.02507,28.93206,Entire home/apt,258,1,1,0.03,365
leventte küçük bir oda,Ahmet,Kagithane,41.07592,29.00383,Private room,47,1,2,0.05,365
COZY PRIVATE APARTMENT at PERA,Hatice,Beyoglu,41.03069,28.97175,Entire home/apt,148,5,41,1.77,129
Near the airport and decent area.,Serdar,Bakirkoy,40.96401,28.83092,Entire home/apt,717,1,2,0.06,365
Zimmer in geräumigem Apartment,Seda,Beykoz,41.09376,29.08946,Private room,79,2,1,0.04,358
Flat&terrace&confort in Galata,Murat,Beyoglu,41.02658,28.97389,Entire home/apt,295,2,37,0.92,364
Cool Penthouse,Dogan,Besiktas,41.04555,28.99866,Entire home/apt,775,3,15,0.47,251
"Grand bazaar,Blue Mosque 5 minutes.",Muslum,Fatih,41.01189,28.94446,Entire home/apt,448,1,1,0.07,365
"Autenthic house, best location..",Eylem Devi,Besiktas,41.06949,29.04282,Entire home/apt,269,3,5,0.13,323
Spacious Home in Cihangir,Banu,Beyoglu,41.02982,28.98039,Entire home/apt,359,2,14,0.37,364
Cosy Flat with Terrace & Pool,Nadia,Basaksehir,41.06748,28.77787,Entire home/apt,575,2,2,0.06,365
room in a nice new building,Esma,Fatih,41.00511,28.9286,Private room,53,1,2,0.05,0
FEYZA SULTANAHMET APARTMENT(4 PERSONS),Mehmet Cevat,Fatih,41.0052,28.96887,Entire home/apt,248,2,37,0.94,358
Peaceful place in central Istanbul,Emily,Sisli,41.05157,28.98452,Private room,53,1,2,0.05,0
Triple Room,Starhotel,Fatih,41.00704,28.98184,Private room,211,1,1,0.05,0
Private Room w/ Golden Horn View,Özge,Beyoglu,41.02726,28.97253,Private room,79,2,63,1.62,357
Luxury finished apartment Cihangir Taksim Beyoglu,Şener,Beyoglu,41.0304,28.98096,Entire home/apt,185,14,4,0.42,352
5★ Family room ( 1 double + 2 single beds ) 35 m2,Eser,Fatih,41.00682,28.97153,Private room,596,1,5,0.13,362
"close to merter,textile location",Mustafa,Gungoren,41.01347,28.88698,Private room,100,1,2,0.05,323
★AC in All Rooms★W/Balcony 3BR 2BA★,Ahmet,Beyoglu,41.0305,28.98052,Entire home/apt,591,3,60,1.54,346
SWEET STUDIO FLATS IN TAKSIM,First,Beyoglu,41.03693,28.98237,Entire home/apt,179,1,1,0.04,323
Comfortable Room w/Bathro. Oldcity2,Ramiz,Fatih,41.00197,28.97852,Private room,506,1,1,0.04,365
its a sofa 1 person can fit easly,Osman,Sisli,41.05332,28.97054,Shared room,58,1,1,0.03,365
İn the heart of the Old City,Halime,Fatih,41.00363,28.97262,Entire home/apt,385,1,2,0.06,0
Stay Inn Taksim Hostel - bed in 4-bed mixed dorm,Stay Inn Taksim,Beyoglu,41.03469,28.97621,Shared room,74,1,7,0.28,365
Stay Inn Taksim - bed in 4 bed deluxe dorm ensuite,Stay Inn Taksim,Beyoglu,41.03629,28.97593,Shared room,100,1,2,0.05,365
Apt in a Historical Stone Building,Ahmet Ertan,Kadikoy,40.98512,29.02221,Entire home/apt,353,2,8,0.27,358
City Center,Murat,Kadikoy,40.98672,29.02366,Entire home/apt,58,1,1,0.03,365
Turquoise House Featured in Elle Decor Magazine,Ozkan,Fatih,41.02954,28.94801,Entire home/apt,374,3,38,1.11,272
FEYZA SULTANAHMET APARTMENT(4 PERSONS),Mehmet Cevat,Fatih,41.00691,28.96884,Entire home/apt,348,2,49,1.22,353
In the Center of Cihangir,Selen,Beyoglu,41.03421,28.98265,Entire home/apt,216,14,19,0.48,9
Taksim Peri Suite,Gürdal,Beyoglu,41.03911,28.9827,Entire home/apt,316,1,1,0.03,365
PERFECT LOCATION,Tuğçe,Beyoglu,41.03262,28.98069,Entire home/apt,169,1,8,0.41,358
Double room - At heart of İstanbul,Sertaç,Fatih,41.00269,28.97869,Private room,295,1,17,0.48,349
Sea view room - by the Blue Mosque,Sertaç,Fatih,41.00252,28.97969,Private room,295,1,1,0.04,352
"center of istanbul, clean and relax",Kemal,Kadikoy,40.99365,29.03114,Private room,90,1,1,0.03,365
Well located stylish apartment,Esra,Beyoglu,41.03038,28.97079,Entire home/apt,211,3,15,0.44,365
STUDIO FLATS HEART IN TAKSIM SQUARE,First,Beyoglu,41.03722,28.98333,Entire home/apt,179,1,1,0.03,0
Taksim Cihangir 2+1 Flat,Berna,Beyoglu,41.03266,28.98638,Private room,580,2,4,0.1,365
"2 level Penthouse, Central + Views",Max,Beyoglu,41.02546,28.97102,Entire home/apt,448,2,16,0.44,0
"Beyoglu Penthouse:terrace,elevator/lift,view,Air c",Enzo,Beyoglu,41.03332,28.97897,Entire home/apt,1186,3,12,0.63,342
"Antique Hostel, 6 Bed Dorm Shared",Antique,Fatih,41.00661,28.97935,Shared room,58,1,61,1.58,351
binisiyatif /ortak hane /collective,Nur,Kadikoy,40.99425,29.03148,Private room,90,1,9,1.06,364
Double Room in Cihangir/Taksim!,Tuğçe,Beyoglu,41.03336,28.98233,Private room,148,1,1,0.03,359
"10 Minutes to Airport, Cozy Room",Erol,Bahcelievler,41.00545,28.83214,Private room,158,1,4,0.1,0
Cosy Room in Bahcelievler,İbrahim,Bahcelievler,40.99783,28.85571,Private room,47,7,1,0.18,90
