name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,,
شقة مفروشة في باشاك شهير \اسطانبول,Mahmoud,Basaksehir,41.11698,28.76763,Entire home/apt,754,3,0,,90,,
Like a BOX,Samet',Sisli,41.05949,28.99688,Private room,151,1,0,,363,,
A secure room in Beyoglu for ladies,Gülden,Beyoglu,41.03532,28.964,Private room,123,1,1,0.12,154,,
NOBLE HOUSE  301,Atilgan,Beyoglu,41.02368,28.97833,Private room,254,1,3,0.39,358,,
Şişli nışantaşın’da temiz 1+1 tam daire. 1,Yunus Levent,Sisli,41.05429,28.99175,Entire home/apt,247,6,6,1.01,180,,
Room for rent for female students,Berkay,Atasehir,40.97482,29.15188,Private room,62,1,0,,90,,
Unique Apartment in Moda,Alper,Kadikoy,40.98397,29.02278,Private room,267,3,0,,87,,
"Dream duplex in Bosphorus,ISTANBUL",Selin,Uskudar,41.06451,29.06615,Entire home/apt,1522,10,0,,178,,
Historical Tarihi Eşyalı Daire,Esad,Fatih,41.0045,28.93588,Entire home/apt,247,1,0,,180,,
just ladies will be accepted.Confirm before book,Ati,Esenyurt,41.06131,28.66713,Shared room,82,1,0,,0,,
Just ladies!!!,Ati,Esenyurt,41.05935,28.66506,Shared room,103,1,0,,179,,
Dervishi Taksim house 6,Vedat,Beyoglu,41.0372,28.97629,Entire home/apt,466,1,1,0.14,365,,
İnst: @mhmt.zdr,Mehmet,Bakirkoy,40.97687,28.88044,Entire home/apt,199,1,6,0.64,122,,
Ev,Zeynep,Uskudar,41.00488,29.06347,Private room,55,3,0,,362,,
Istanbul house of Firat,Guest House In Aksaray/İstanbul,Fatih,41.01316,28.94177,Entire home/apt,823,3,1,0.10,362,,
Close to Torun Center,Burcu,Sisli,41.06393,28.99881,Private room,123,1,0,,90,,
Taksim_istiklal st 5 min,Zuhat,Beyoglu,41.03551,28.97126,Private room,69,1,3,0.33,365,,
Beylikdüzü Günlük Kiralık Lüks daire,Serhat,Esenyurt,41.02334,28.62737,Entire home/apt,226,1,4,0.39,1,,
Beylikdüzü Metrobüs Yanı Günlük Kiralık Daire,Serhat,Esenyurt,41.02456,28.62615,Private room,453,1,0,,365,,
SUPER LUXURY NEW BUILDING IN CEVAHIR AVM,Davut,Sisli,41.06283,28.99512,Entire home/apt,398,1,1,0.13,365,,
Luxury and Safe Flat for Families in Fatih,Cihan,Fatih,41.01952,28.94709,Entire home/apt,857,3,0,,365,,
"Bright, modern, 2 room comfortable flat for 6",Umut,Sariyer,41.10831,29.04085,Entire home/apt,501,1,1,0.10,0,,
Temiz düzenli eşyalı kiralık oda,Sevgi,Eyup,41.07566,28.9536,Private room,137,1,0,,89,,
MECİDİYEKÖY'DE 3+1 DAİRE DE KİRALIK ODA METRO13DK,Emre,Sisli,41.07299,28.99914,Private room,953,30,0,,0,,
A Colorful Place for the guests from Super Host,Atilla,Sisli,41.06907,28.997,Private room,103,1,4,0.42,90,,
"Standart, Safe Flat for Families Located in Fatih",Cihan,Fatih,41.01944,28.94083,Entire home/apt,686,3,0,,365,,
Bedroom at residence in Akasya Shopping Mall,Ahmet,Uskudar,41.00501,29.0549,Private room,199,2,2,0.19,0,,
Enchanting Stone - A C Pearl Signature Collection,Andrei & Cristina,Beyoglu,41.03223,28.98109,Entire home/apt,480,2,17,1.72,327,,
Safe Flat For Families in Fatih,Cihan,Fatih,41.01826,28.94449,Entire home/apt,686,3,0,,365,,
Forest view and very close to sea by walk,Arzu,Sariyer,41.24008,29.03154,Private room,302,1,0,,178,,
Luxury Flat for Families in Fatih,Cihan,Fatih,41.01858,28.94237,Entire home/apt,549,3,0,,365,,
İlyas'ın evi,Ilyas,Maltepe,40.95678,29.10686,Private room,103,5,0,,0,,
"Beşiktaş center, comfort, relax place",Deniz,Besiktas,41.04541,29.00968,Private room,192,1,1,0.10,0,,
Comfortable room in central cozy apartment,Çağla,Kadikoy,40.99626,29.02657,Private room,158,15,0,,0,,
Sea view apartment in sultanahmet,Ferat,Fatih,41.00482,28.97145,Entire home/apt,651,2,0,,364,,
Hotel Kiwi,Yiğit,Kadikoy,40.9942,29.02649,Private room,151,1,6,0.74,359,,
Hotel Kiwi,Yiğit,Kadikoy,40.99238,29.02593,Hotel room,151,1,11,1.07,361,,
Terrace-Lux residence in Kadıköy/Merdivenköy.,Hatice,Kadikoy,40.99039,29.06638,Shared room,171,1,0,,0,,
Large apartment with a backyard,Liya,Kagithane,41.07809,29.00042,Entire home/apt,411,1,0,,0,,
Heart of Taksim apartment,Omar,Beyoglu,41.03302,28.97764,Entire home/apt,514,2,6,0.63,90,,
Private Double Room in Şişli,Simay,Sisli,41.04748,28.98399,Private room,151,2,1,0.15,42,,
taksim greek building 1+1,Bülent,Beyoglu,41.03628,28.97584,Entire home/apt,137,1,2,0.31,186,,
Feel at home in beautiful Istanbul,Adnan,Atasehir,40.99261,29.08644,Entire home/apt,453,30,0,,263,,
Ataşehir'de  1+1 Rahat ve Güvenli Konaklma,Tolga,Atasehir,40.9785,29.14084,Entire home/apt,165,1,5,0.49,365,,
Ataşehir İstanbulda Çok Özel Loft Suit Daire,Tolga,Atasehir,40.97732,29.13692,Entire home/apt,247,1,11,1.12,365,,
Ataşehir'de 2+1 Eşyalı Kiralık Güvenli  Lüx Daire,Tolga,Atasehir,40.97958,29.12631,Entire home/apt,199,1,9,0.90,365,,
Hello are you welcome my apartment,Guest House In Aksaray/İstanbul,Fatih,41.01423,28.94272,Entire home/apt,891,1,0,,365,,
İstanbul Asia Ataşehir 2+1 Konforlu Daire,Tolga,Atasehir,40.97797,29.12735,Entire home/apt,199,1,6,0.62,360,,
Sunny room in low-waste artist's apartment,Nora,Kadikoy,40.99155,29.03329,Private room,123,2,0,,83,,
İstanbul Çok Özel Dublex Loft Daire,Tolga,Atasehir,40.97804,29.1417,Entire home/apt,158,1,3,0.30,365,,
Central of Istanbul,(Email hidden by Airbnb),Besiktas,41.05171,29.02429,Entire home/apt,302,7,0,,0,,
Apartment at the heart of Istanbul/Taksim,Veysel,Beyoglu,41.03562,28.99103,Entire home/apt,295,2,5,0.51,89,,
House of a part,Uğur,Kagithane,41.08149,28.97887,Private room,206,1,0,,178,,
Avcılar'da deniz manzaralı ev,Rakan,Avcilar,40.97226,28.73429,Entire home/apt,617,1,0,,88,,
★Designer Home with Roof Terrace in Charming Area★,Aycan And Mert,Sisli,41.0527,28.9801,Entire home/apt,302,1,21,2.09,116,,
Ruhe in der Metropole,Handan,Adalar,40.87457,29.09857,Entire home/apt,692,3,0,,361,,
Vintage apartment near Kadikoy 50mt to sea,Volkan,Kadikoy,40.97249,29.04908,Entire home/apt,103,4,18,1.80,68,,
Cozy Resident,Malek,Esenyurt,41.01298,28.64719,Private room,117,1,0,,89,,
Rent room at beylikdüzü center,Özgür,Beylikduzu,41.01303,28.62862,Private room,151,1,0,,365,,
Sisli Center Near Cevahir Mall Clean Cheap Home,İbrahim,Sisli,41.06384,28.98556,Entire home/apt,329,7,2,0.20,365,,
Kumburgaz'da Denize Sifir Luks Villa,Alara,Buyukcekmece,41.03221,28.44911,Entire home/apt,219,3,2,0.21,270,,
You will be relax at my home.,Duygu,Kadikoy,40.9956,29.02838,Private room,137,30,0,,0,,
Conveniently Located Compact Place,Melis,Kadikoy,40.96859,29.07659,Private room,171,1,0,,88,,
Üsküdar Salacak Tek veya 2 Kişilik Oda,Onur,Uskudar,41.01516,29.01553,Private room,82,1,0,,364,,
Küçük bir tatil için herşey burada!!!,Fuat,Sultangazi,41.09366,28.87678,Entire home/apt,247,1,0,,365,,
Yildirim home's cozy room,Halil,Beyoglu,41.03447,28.98224,Hotel room,171,3,1,0.10,365,,
Modern and clean apartment in new building,Irem,Sisli,41.05343,28.97456,Entire home/apt,185,3,7,0.73,237,,
Safe Secure 3+1 fantastic apartment in Istanbul,Mohammed,Esenyurt,41.03827,28.66427,Entire home/apt,247,3,2,0.20,287,,
Home is where the heart is!,Yeşim,Besiktas,41.05663,28.99975,Entire home/apt,686,1,0,,29,,
Charming apartment near Taksim,Galia,Sisli,41.05138,28.99038,Entire home/apt,500,1,0,,1,,
Üsküdarın en nezih semti Çiçekçi'de merkezde.,Yağmur,Uskudar,41.01457,29.01556,Entire home/apt,713,1,0,,365,,
Near to saw airport deluxe villa,Mehmet Ali,Pendik,40.85463,29.28389,Private room,1502,1,0,,365,,
Bed and breakfast in Sisli,Istanroom,Sisli,41.05312,28.98363,Hotel room,459,1,0,,365,,
Elegant flat at Cihangir-Taksim,Emine,Beyoglu,41.02993,28.98612,Entire home/apt,384,5,5,0.56,332,,
Nice apartment near to Taksim,Galia,Sisli,41.04386,28.98361,Entire home/apt,501,1,0,,365,,
İstanbul için metro havalimanına ulaşımı kolay,Fatih,Pendik,40.88688,29.24876,Shared room,62,4,0,,365,,
"İskenderpaşa, Horhor Cd. no 23, Fatih, Turquie",Lu,Fatih,41.0125,28.94939,Shared room,103,1,1,0.10,365,,
art house,Mutlu,Beyoglu,41.03137,28.98455,Private room,82,2,10,1.05,123,,
NURCAN'S COZY ROOM 2,Nurcan,Kadikoy,40.97513,29.09866,Private room,165,3,2,0.24,147,,
Group Trip? Shopping Mall? Cleaning? Safety?Price?,Tuna,Bakirkoy,40.97531,28.8734,Entire home/apt,247,1,2,0.21,365,,
havalimanına ve anadolu yakasının merkezindedir..,Ahmet,Tuzla,40.869,29.31955,Private room,103,1,0,,364,,
Deneme,Hazal,Kadikoy,40.98543,29.04328,Private room,151,1,0,,90,,
island view security gated apartment,Sule,Maltepe,40.95287,29.17017,Entire home/apt,411,30,6,0.61,259,,
Ev,Serkan,Cekmekoy,41.02179,29.21645,Shared room,89,2,0,,91,,
İsfanbul Mall 30 meters 2+1 and balcony,Furkan,Eyup,41.07676,28.92412,Entire home/apt,322,7,0,,364,,
2+1 DUBLEX FLAT PRIVATE GARDEN CENTRAL OF CIHANGIR,Tevfik,Beyoglu,41.03101,28.98248,Entire home/apt,398,3,6,0.71,74,,
Well-Designed Ensuite Room in Gumussuyu,Gizem,Beyoglu,41.03505,28.9869,Entire home/apt,247,3,16,1.64,181,,
Huzur  sadelik ve konforu bulabilirsiniz,Ayşe,Eyup,41.1825,28.88678,Entire home/apt,274,2,2,0.26,58,,
Kadıköy’ün Merkezinde / Central of Kadıköy,Emre Can,Kadikoy,40.99037,29.02669,Private room,130,1,0,,179,,
"HISTORICAL RUM HOUSE IN CIHANGIR, TAKSIM SQUARE",Fatih,Beyoglu,41.03085,28.98176,Entire home/apt,549,2,41,4.07,361,,
Rent a room for you,Merve,Kadikoy,40.99293,29.03347,Private room,103,3,0,,365,,
Excellent location.2 min.distance to thesubway&bus,Kürşat,Sisli,41.04968,28.98416,Private room,171,1,1,0.10,365,,
1-BR FURNISHED APT @ ISTANBUL ZEYTINBURNU-MERTER,Sam,Zeytinburnu,41.02703,28.90145,Entire home/apt,309,5,0,,90,,
Boğaz manzaralı ferah  ve ulaşım kolay,Dilek,Sariyer,41.16533,29.03323,Shared room,206,1,0,,0,,
Çengelköy,Halit,Uskudar,41.04174,29.06307,Private room,82,1,0,,364,,
standart double room with breakfast.,Erkan,Fatih,41.00267,28.9744,Private room,267,1,0,,365,,
Kadıköy Merkezi Konumda Yurt,Muhammed Masuk,Kadikoy,40.98744,29.08158,Shared room,75,1,1,0.19,365,,
Taksim-galata-istiklal,Sibel,Beyoglu,41.03439,28.97213,Entire home/apt,288,1,0,,365,,
Lovely room across the park and water,Idil,Kadikoy,40.98323,29.03273,Private room,89,2,14,1.57,79,,
"Üsküdar Kadıköy, Ümraniye optimum,hiltown awm yakn",Ahmet,Maltepe,40.96752,29.13292,Entire home/apt,151,7,0,,1,,
Cosy minimal place 3 mins away from Marmaray,Bilal,Kartal,40.89522,29.17166,Private room,151,2,0,,28,,
VIP HOME FOR SPECİAL TOURİST,Serkan,Kartal,40.91133,29.21423,Entire home/apt,459,1,0,,364,,
super Comfy flat in the heart of sultanahmet,Omar Faruk,Fatih,41.0075,28.97086,Entire home/apt,692,3,11,1.22,333,,
Evindeki rahatlığı hissedeceksin,Garip,Umraniye,41.0161,29.12863,Private room,82,1,0,,0,,
Modern Flat with Amazing View / 28th Floor,Ajda,Atasehir,40.99269,29.08642,Entire home/apt,267,30,1,0.12,269,,
Nice apartment very central,Michael,Kadikoy,40.98711,29.02483,Entire home/apt,89,2,10,1.09,0,,
SABIHA GOKCEN'E 5 DK MESAFEDE SITE ICI KONAKLAMA,Bahadir,Tuzla,40.89362,29.35125,Entire home/apt,192,1,3,0.31,91,,
KONFORLU GÜVENİLİR HİJYENİK RAHAT TEMİZ ULTRALUX,Zirkon Suit,Kadikoy,40.98542,29.05628,Entire home/apt,123,1,1,0.17,365,,
Cemil Topuzlu’da Cadde üzerinde 3+1 konforlu daire,Mine,Kadikoy,40.97266,29.04885,Entire home/apt,233,30,0,,90,,
Hotel Apartments with reception in Harbiye,Stephen,Sisli,41.04286,28.98508,Entire home/apt,1131,1,0,,1,,
Secret Garden Flat in Bebek,Mira,Besiktas,41.07013,29.04369,Entire home/apt,576,14,3,0.37,364,,
GALATA WATERFALL 1 IT İS YOURS HOUSE,Yusuf,Beyoglu,41.02456,28.9747,Entire home/apt,850,1,0,,364,,
"Kadıköyde rıhtıma, boğaya yakın ferah oda",Özlem,Kadikoy,40.99292,29.02908,Private room,69,1,3,0.31,1,,
BEYKENT APART,Beykent Apart,Buyukcekmece,41.01888,28.62478,Private room,1385,1,0,,364,,
"Peaceful top floor, terraces, sea view in Kadikoy",Eda,Kadikoy,40.99789,29.02913,Entire home/apt,247,7,26,2.64,324,,
Modern 2+1 flats,Serbülent,Fatih,41.00469,28.97712,Entire home/apt,295,1,2,0.21,1,,
İstanbul Boğaz’ı yat tur,Kemal,Besiktas,41.0623,29.03758,Entire home/apt,487,1,0,,365,,
Deniz manzaralı daire,Yunus,Besiktas,41.04481,29.01037,Private room,123,1,0,,179,,
Cozy room in quiet neighbourhood close to metro,Mert,Sisli,41.10691,28.99509,Private room,171,1,0,,0,,
Merkezi konumda site içerisinde 1+1 daire,Dilara,Atasehir,40.99391,29.12732,Entire home/apt,171,5,0,,0,,
Beşiktaş Merkezde Oda,Alper Tunga,Besiktas,41.04463,29.00641,Private room,151,1,0,,180,,
Very central stylish dublex house with studio gym,Doruk,Beyoglu,41.02913,28.98122,Entire home/apt,377,2,1,0.10,0,,
Double room in Istanroom By KEO,Istanroom,Sisli,41.05312,28.98361,Hotel room,459,1,0,,267,,
Mavi ve huzurun buluşma noktası...,Aslı,Silivri,41.06002,28.31177,Entire home/apt,178,1,5,0.50,343,,
Bosphorus view / Loft Apartment,Deniz,Beyoglu,41.03488,28.98926,Private room,137,1,0,,365,,
Ayazmasitesi,Semih,Kartal,40.90907,29.22706,Private room,123,3,0,,362,,
Your Tranquil Home In Istanbul,Ramazan,Uskudar,41.0207,29.01752,Private room,75,1,0,,90,,
Onay life,Sary,Esenyurt,41.02506,28.65953,Entire home/apt,453,5,0,,365,,
Deluxe 2+1 apartment near the city center and sea,Hayder,Avcilar,40.97573,28.72331,Entire home/apt,542,7,0,,180,,
"İstanbul'un merkezinde 24 saat ulaşımlı, müstakil.",Ramazan,Uskudar,41.03847,29.08124,Entire home/apt,309,3,0,,364,,
2 Floor Luxury House with Great Sea View,Anil,Maltepe,40.93181,29.1188,Private room,151,3,0,,364,,
Double or Twinbed Room ( Optional ),Sirkeci,Fatih,41.01346,28.97603,Hotel room,459,1,0,,116,,
Elite 1 Bedroom Family Residence E,Ahmet,Umraniye,41.03053,29.11206,Entire home/apt,267,15,3,0.49,79,,
Sizin Eviniz,Mete,Atasehir,41.00533,29.07908,Private room,55,2,0,,365,,
Elite 2 Bedroom Family Residence Y1,Ahmet,Umraniye,41.03241,29.11167,Entire home/apt,357,15,2,0.30,59,,
Kıztaşı Markianosta Çatı keyfi,Cihan Erdem,Fatih,41.01666,28.94853,Private room,274,3,0,,178,,
Kitelimmi yemek ulaşım ve konaklama hizmetleri,Cihan Erdem,Fatih,41.0166,28.95037,Private room,343,2,0,,178,,
BAKIRKÖY MEYDANDA LÜKS GÜNLÜK KİRALIK DAİRELER,İstanbul,Bakirkoy,40.97724,28.87664,Entire home/apt,247,1,1,0.22,365,,
BAKIRKÖYDE MEYDANDA LÜKS GÜNLÜK KİRALIK EV,İstanbul,Bakirkoy,40.97869,28.87529,Entire home/apt,247,1,3,0.31,365,,
Historical House in Historical Balat,Kazım,Fatih,41.02977,28.95056,Private room,165,1,0,,179,,
Herşey dahil özel oda (All inclusive private room),Abdullah,Bahcelievler,41.01642,28.85824,Private room,55,1,0,,0,,
"1+1 Apartment, at The Taksim Square 2. floor",Yunus,Beyoglu,41.03504,28.97594,Entire home/apt,247,10,1,0.13,365,,
At heart of Bagdat Street **LUX & COZY EXPERİENCE,Öykü,Kadikoy,40.96095,29.07977,Entire home/apt,199,1,8,0.85,357,,
Mehmet's House,Mehmet Emin,Besiktas,41.08449,29.04509,Entire home/apt,199,1,1,0.10,180,,
hanende hotel 1,Ali Haydar,Fatih,41.01736,28.95099,Private room,384,1,0,,365,,
"Merkezde,ulaşımı kolay,sakin ve sessiz konaklama",Berk,Maltepe,40.94241,29.12185,Shared room,103,1,0,,0,,
Taksim 2+1 STREET VIEW  FLATS,Xflats,Beyoglu,41.03602,28.99141,Entire home/apt,1385,1,4,0.41,364,,
Güngören,Alireza,Gungoren,41.0255,28.86025,Private room,192,1,0,,181,,
Sweet Home,علاء,Avcilar,40.97204,28.7248,Entire home/apt,1234,1,0,,88,,
"Erenköy big flat 120m2 with balcony,kitchen",Suavi,Kadikoy,40.97142,29.08273,Private room,110,2,0,,84,,
Fantacy penthouse,Serbülent,Fatih,41.00271,28.97559,Entire home/apt,295,1,0,,364,,
"Central, elegant, safe - Iris Homes 2",Hamiyet,Beyoglu,41.03302,28.97216,Entire home/apt,247,1,0,,270,,
"ŞEHRİN KALBİNDE, EN KALİTELİ SEMTTE KONAKLAYIN",Dilara,Kadikoy,40.98205,29.02344,Entire home/apt,425,2,9,0.89,356,,
Ahmet's Inn,Ahmet,Maltepe,40.94903,29.12638,Entire home/apt,178,1,1,0.10,0,,
شقة فخمة amazing apartment near mall of İstanbul,Ahmad,Bagcilar,41.03977,28.81353,Entire home/apt,542,7,17,1.78,62,,
Cosy apartment literally in the heart of the city,Burak,Beyoglu,41.03177,28.98614,Entire home/apt,309,2,3,0.34,331,,
Bufes Hotel Sultanahmet,BUFES Hotel,Fatih,41.00893,28.97584,Private room,350,1,0,,365,,
"central flat for 6 people, close to İstinye Park",Özge,Sariyer,41.11161,29.04193,Entire home/apt,501,1,1,0.10,89,,
Anadolu yakasında eviniz var/tüm ev size aittir,Recep,Uskudar,41.0116,29.01792,Entire home/apt,130,1,4,0.41,352,,
Bufes Hotel Sultanahmet,BUFES Hotel,Fatih,41.00754,28.97621,Private room,240,1,0,,0,,
Oba Hotel Double or Twin bed Room,Ismail,Fatih,41.0041,28.97271,Private room,336,2,0,,365,,
"Cosy house in the heart of Kadıköy, Moda",Cangul,Kadikoy,40.98618,29.02332,Entire home/apt,240,2,5,0.49,89,,
Su Casa Büyükçekmece,Atakan,Buyukcekmece,40.99556,28.60377,Entire home/apt,247,1,2,0.20,365,,
Oba Hotel Penthouse Room,Ismail,Fatih,41.004,28.97133,Private room,302,2,0,,365,,
"Comfortable room in the center of Kadıköy, Moda",Cangul,Kadikoy,40.98713,29.02399,Private room,137,1,0,,89,,
Peaceful home Near to Kadıköy and Bağdat Street,Özlem,Kadikoy,40.98944,29.04016,Private room,123,2,4,0.41,59,,
Atasehir de ekonomik ve konforlu daire,Tolga,Atasehir,40.97674,29.1384,Entire home/apt,171,1,2,0.25,365,,
"Oba Hotel TRP room, 1 DBL or 2 SNG plus Sofa Bed",Ismail,Fatih,41.00425,28.97077,Private room,528,2,0,,365,,
room at kadıköy moda,Utku,Kadikoy,40.98429,29.02851,Private room,89,3,7,0.68,179,,
Adalar manzarası (good vibes),Yusuf,Kartal,40.89629,29.19891,Private room,418,1,0,,179,,
"a sweet room, 3 minutes to metro in City Center",Emre Can,Kagithane,41.08348,29.00427,Private room,62,1,1,0.10,365,,
Cute garden floor with quiet and safe neighborhood,Duygu,Bahcelievler,41.00092,28.86903,Entire home/apt,261,2,5,0.51,150,,
Huzurlu Sakin ve Temiz Oda Mutfak full esya,Emre,Maltepe,40.95056,29.13381,Private room,75,1,0,,1,,
3flats(2 cumbalı house 2+0 and  a terrace house),Vedat,Beyoglu,41.0372,28.97629,Entire home/apt,747,1,0,,365,,
Nice home with a garden in a gated community,Bahtiyar,Sariyer,41.13932,29.03397,Entire home/apt,761,6,2,0.24,0,,
Oba Hotel Private Chamber TRP+DBL room 2 Bathrooms,Ismail,Fatih,41.00431,28.97252,Private room,761,4,0,,1,,
Teraslı bir oda ve Orman havası,Sadık,Atasehir,40.97371,29.13661,Private room,137,1,0,,362,,
Comfortable and Lovely Room In Kadikoy,Fatih,Kadikoy,40.99458,29.06042,Shared room,103,1,1,0.10,0,,
"Caddebostan Home...
Only for women guests...",Hasan,Kadikoy,40.96509,29.06516,Private room,137,1,1,0.10,179,,
Metroya yakın,Hacer,Kagithane,41.08015,29.00521,Private room,206,1,0,,0,,
Emirganli ottoman house ikinci kat daire,Mehmet Serdar,Sariyer,41.10238,29.05293,Hotel room,1440,1,0,,124,,
Taksim 1+1  STREET VIEW FLATS,Xflats,Beyoglu,41.03634,28.99192,Entire home/apt,994,1,0,,322,,
Deniz manzaralı yüzme havuzu  daire,Meltem,Buyukcekmece,40.99728,28.61287,Entire home/apt,185,7,0,,0,,
"Şişliye bir vasıta uzaklıkta, aynı ev sıcaklığında",Batuhan,Kagithane,41.07991,28.96434,Private room,55,1,0,,0,,
Historical Chalet Style Stone House in Polonezköy,Zeynep,Beykoz,41.11665,29.21696,Entire home/apt,1049,2,10,1.02,361,,
Central and cozy flat in Etiler,Melis,Besiktas,41.08361,29.03115,Private room,89,1,2,0.21,365,,
Large bed-Sitting room by Sultanahmet,Rujin,Fatih,41.01354,28.93186,Private room,151,1,0,,58,,
Taksim 2+1  STREET VIEW PENTHOUSE,Xflats,Beyoglu,41.03691,28.99251,Entire home/apt,1920,1,0,,357,,
Cosy private room in the center of Kadıköy,Ersin,Kadikoy,40.98977,29.0306,Private room,82,1,18,2.92,92,,
10İN KADIKÖY CENTER.VERY CLOSE TO SEA.NEW BUİLDİNG,Ümit,Kadikoy,40.98854,29.0323,Entire home/apt,226,2,18,1.77,166,,
Taksim 3+2  BOSPHORUS VIEW PENTHOUSE,Xflats,Beyoglu,41.03625,28.99115,Entire home/apt,7693,1,15,1.67,346,,
Moda / Kadikoy / Istanbul / Very central location,Omer,Kadikoy,40.98994,29.02744,Private room,103,3,1,0.25,90,,
Tek kişilik yatak odası kadın misafirler için,Dilek,Uskudar,41.01059,29.04934,Private room,69,1,0,,2,,
Taksim DELUXE 1+1 DUPLEX FLAT WITH STREET VIEW,Xflats,Beyoglu,41.03719,28.99116,Entire home/apt,1536,1,0,,0,,
Taksim 1+1  BOSPHORUS VIEW PENTHOUSE,Xflats,Beyoglu,41.03541,28.99139,Entire home/apt,2153,1,0,,322,,
Serkan,Serkan,Sisli,41.04232,28.98693,Entire home/apt,398,3,0,,179,,
Cosy Flat near Galata Tower,Kemal,Beyoglu,41.02424,28.97474,Entire home/apt,233,2,18,1.94,173,,
Sunny room in a historical building in Cihangir,Toygur,Beyoglu,41.03069,28.98327,Private room,151,2,5,0.51,88,,
Charming Flat a Minute Away Galata Tower,Akif,Beyoglu,41.02787,28.97598,Entire home/apt,425,3,21,2.33,365,,
Chip and Clean Place,Yılmaz,Avcilar,41.07127,28.71409,Entire home/apt,96,1,0,,27,,
Great room for couples near to Ortaköy,Sibel,Besiktas,41.06221,29.02504,Private room,206,1,0,,0,,
luxury apartments,Eman,Basaksehir,41.09231,28.81282,Entire home/apt,823,1,0,,365,,
Şişli Apartment,Ümit,Sisli,41.05854,28.98653,Entire home/apt,459,2,0,,3,,
Cozy Apartment With City View,Neyzen,Beyoglu,41.03226,28.98227,Entire home/apt,274,2,3,0.32,0,,
"Cosy house in the centre of Istanbul, with cat!",Deniz,Sisli,41.0771,29.01053,Private room,151,1,0,,238,,
LA CASA SUITES 1,Cevat,Fatih,41.00417,28.96337,Shared room,233,1,0,,365,,
