name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,,
Greater Grace,Oral,Beyoglu,41.04127,28.98016,Entire home/apt,171,7,0,,268,,
"Galata Tower 3Bedroom, 5Bathroom, balcony and A/C",Erdem,Beyoglu,41.02795,28.9732,Entire home/apt,1152,1,31,3.06,313,,
2 Bedroom Apartment at Perfect Location w Sea View,Stay Lab,Beyoglu,41.03219,28.97477,Entire home/apt,878,3,10,0.98,350,,
2 Bedroom Apartment with Perfect View & Location,Stay Lab,Beyoglu,41.03219,28.97477,Entire home/apt,878,3,3,0.30,350,,
Cozy studio w balcony & AC in the historical area,Istaybul,Beyoglu,41.02824,28.97693,Entire home/apt,240,2,20,1.95,47,,
2 Bedroom & 2 Bathroom Apartment with Sea View,Stay Lab,Beyoglu,41.03219,28.97477,Entire home/apt,761,3,2,0.19,316,,
5 minutes to airport,Sezer,Pendik,40.93052,29.32746,Private room,137,1,30,2.92,180,,
BALAT CENTER APARTMENT WITH BALCONY,Mehmet,Fatih,41.03131,28.94675,Entire home/apt,315,3,14,1.57,340,,
Luxury Twin-bedroom Apartment in Taksim,Leylak Suite,Sisli,41.04246,28.98349,Entire home/apt,926,1,0,,365,,
Galata Cozy Studio w private bathroom & balcony,Istaybul,Beyoglu,41.02718,28.97778,Entire home/apt,240,2,22,2.14,49,,
Luxury Twin-bedroom Apartment in Taksim,Leylak Suite,Sisli,41.04276,28.98389,Entire home/apt,926,1,1,0.16,363,,
Luxury flat with big Garden شقة +سوبرلوكس,Bãśmä,Esenyurt,41.01488,28.68512,Entire home/apt,281,4,2,0.23,120,,
Luxury Twin-bedroom Apartment in Taksim,Leylak Suite,Sisli,41.04206,28.9828,Entire home/apt,926,1,1,0.11,337,,
Luxury Twin-bedroom Apartment in Taksim,Leylak Suite,Sisli,41.04274,28.98511,Entire home/apt,926,1,0,,365,,
"Cozy house close to everywhere

@Beşiktaş",Osman,Besiktas,41.05164,29.00475,Private room,130,1,0,,364,,
"LUXURY ROOMS NEXT TO TUYAP FAIR, 2 MINS TOMETROBUS",Ferat,Esenyurt,41.02563,28.62589,Entire home/apt,151,1,1,0.26,365,,
Bosphorus View/Balcony/Unique furniture/Best Loc.,Ugur,Beyoglu,41.03227,28.98604,Entire home/apt,768,2,3,0.34,365,,
1 Bedroom Design Flat in the Heart of City Center,Mehmet,Sisli,41.04972,28.98053,Entire home/apt,137,15,0,,0,,
"Bright, Quiet and Cosy Room in Center of Kadıköy",Kübra,Kadikoy,40.9875,29.02693,Private room,75,1,2,0.20,0,,
Historic and Design House at Fener - Balat,Ezgi,Fatih,41.03132,28.94448,Entire home/apt,308,2,12,1.13,0,,
"Central Cihangir Apartment near metro, shops",Hamideh,Beyoglu,41.03192,28.98202,Entire home/apt,425,1,1,0.28,90,,
Furnished luxury Apartment with terrace W Istanbul,Dr. Ahmad,Avcilar,41.06647,28.69979,Entire home/apt,480,1,1,0.10,181,,
Mükemmel konum,Tayfun,Sisli,41.06116,28.9923,Private room,158,3,5,0.49,128,,
Cosy and central flat with own private back yard,Jelena,Beyoglu,41.03695,28.97234,Entire home/apt,178,6,11,1.26,179,,
Fresh Breath in the Middle of Istanbul,Işıl And Altuğ,Uskudar,41.00858,29.05115,Private room,137,1,0,,88,,
Istanbul Queen Apart Hotel -  UP to 4 Adults,Huseyin,Fatih,41.01275,28.97688,Hotel room,370,1,0,,365,,
YOK BÖYLE BİR EV (ULTRA LÜKS),Fırat,Sultangazi,41.09243,28.87769,Entire home/apt,247,3,0,,364,,
üniversiteye yakın,Mazhar Volkan,Bahcelievler,40.99946,28.85452,Entire home/apt,288,2,1,0.14,365,,
"Tarihi yarımada merkezinde, konforlu konaklama",Ihsan Yasar,Fatih,41.02132,28.92678,Entire home/apt,199,3,16,1.69,89,,
"Close to airport, in the nature",Sultan,Eyup,41.18646,28.87523,Private room,206,1,0,,28,,
Suit&Garden,Eren,Beyoglu,41.03406,28.98516,Entire home/apt,802,1,0,,0,,
I.u.u,محمد خير,Fatih,41.02307,28.9418,Entire home/apt,240,1,0,,364,,
"in Moda; quiet spacious new, 5 min to  piers&metro",Esin,Kadikoy,40.98153,29.02215,Entire home/apt,542,2,1,0.13,364,,
Redesigned Apartment at the Heart of Old Town,Mehmet Nafiz,Beyoglu,41.02941,28.97762,Entire home/apt,480,3,5,0.51,0,,
2+1 Rivahome,Hasan,Sisli,41.05685,28.98087,Entire home/apt,624,2,0,,180,,
"Dubleks Daire'de Size Özel Teraslı Kat, Etiler",Ahmet Nihat,Besiktas,41.08758,29.03702,Private room,247,1,0,,362,,
COZY FLAT WITH CHEAP PRICE&CENTRAL AREA&BALCONY,Ayhan,Besiktas,41.0456,29.00523,Entire home/apt,151,2,8,0.79,90,,
Sehir Merkezinde Bahce Kati,Ziyad,Beylikduzu,40.98919,28.62257,Entire home/apt,309,3,0,,363,,
A room in the center of the world,Mustafa,Beyoglu,41.02921,28.98114,Private room,62,2,4,0.38,365,,
NEW COZY TAKSIM & GALATA ! Добро пожаловать!,Aslan & Nelly,Beyoglu,41.0371,28.97262,Entire home/apt,343,1,6,0.61,89,,
destina guest home,Destina,Uskudar,41.00308,29.06868,Private room,82,1,2,0.23,0,,
"Butik, Balkon Teraslı  ve Özgür'ce YAŞAM :)))))))",İnanç,Sisli,41.05916,28.98779,Private room,130,30,0,,363,,
"Highly Secure, Cozy, and Elite place in Istanbul",Orhan,Atasehir,40.99183,29.07914,Entire home/apt,185,3,22,2.12,1,,
"Un vrai ""Sweet home"" propre, paisible à Şirinevler",Fatiha,Bahcelievler,40.9979,28.84295,Private room,69,1,2,0.24,0,,
Dervishi Taksim 2 flats for 8 Guests 4+0,Vedat,Beyoglu,41.0372,28.97629,Entire home/apt,343,1,1,0.10,365,,
Big Cozy Villa w/ Private Pool and Garden Sea View,Mert,Silivri,41.0638,28.29465,Entire home/apt,1371,3,0,,238,,
"THE BEST LOCATION, Center of Kadıköy, Boğa etc.",Dilara,Kadikoy,40.98871,29.02933,Entire home/apt,309,1,3,0.29,89,,
Metroya ve marmaraya yakin ozel daire,Eyüp,Maltepe,40.94595,29.12397,Private room,103,1,0,,0,,
Konfor kalite havuz hamam sauna,Ibrahim,Tuzla,40.85356,29.29987,Entire home/apt,199,1,0,,29,,
Trust me just,Sezgin,Sisli,41.07096,28.99953,Private room,82,1,0,,0,,
3 BDR RESIDENCE APARTMENT IN TAKSIM,Property Management,Sisli,41.04227,28.98523,Entire home/apt,2311,1,0,,365,,
3 BDR  RESIDENCE IN TAKSIM,Property Management,Sisli,41.04208,28.98362,Entire home/apt,1542,1,2,0.27,365,,
All Day Swimming and Fishing Boat Tour,Levent,Kadikoy,40.9822,29.03483,Entire home/apt,603,1,0,,30,,
1+1 flat with a beautiful view of European side,Ahmed,Esenyurt,41.04142,28.67691,Entire home/apt,309,14,3,0.29,90,,
"Luxury ""One Bedroom"" Istanbul, British Host",Syed,Atasehir,40.99439,29.09944,Entire home/apt,350,5,12,1.15,287,,
"Historic area apt, Garden Oven& Fountain",Akram,Fatih,41.02371,28.94444,Entire home/apt,1028,3,0,,0,,
HomeDeck - Garden,Emre,Beyoglu,41.03562,28.97339,Entire home/apt,185,2,29,2.79,365,,
Deniz kizi apart,Irfan,Sile,41.1631,29.58449,Entire home/apt,315,3,0,,365,,
Close to stations (bus/marmaray/ferry/metro),Rukiye,Uskudar,41.01739,29.02194,Private room,75,1,4,0.39,90,,
Merhaba,Enes,Fatih,41.03203,28.9422,Private room,123,1,0,,179,,
A sweet& peaceful room placed in Centre of Kadıköy,Ferhat,Kadikoy,40.99354,29.03195,Private room,206,2,0,,0,,
Welcome to istanbul Everything for guests,Barış,Beyoglu,41.03409,28.98477,Entire home/apt,425,1,0,,365,,
Cozy Friendly Room w/ Double Bed in City Center,Murat,Sisli,41.04786,28.97834,Private room,117,1,1,0.11,180,,
"Central, Cosy Room 10 minutes to Taksim Square",Enes,Sisli,41.04766,28.98571,Private room,137,2,6,0.59,59,,
Cossy flat in Caddebostan,Baran C.,Kadikoy,40.96689,29.06563,Entire home/apt,309,2,1,0.09,365,,
Nişantaşı Big Family House,Cenk,Sisli,41.05436,28.98976,Entire home/apt,2002,3,0,,59,,
"Besiktas, Cozy and Large Room. Free wifi.",Murat,Besiktas,41.04674,29.01119,Private room,247,1,0,,179,,
"Family, safety, good",Emir,Bayrampasa,41.03982,28.90125,Private room,75,1,0,,0,,
Mükemmel teras keyfi kolay ulaşım olanakları,Sinan,Atasehir,40.97686,29.14298,Entire home/apt,233,1,1,0.10,179,,
Benzersiz Mekan,Vedat,Beyoglu,41.03619,28.97642,Entire home/apt,302,1,6,0.58,365,,
Kadıköy sahili,Ender,Kadikoy,40.99663,29.02577,Private room,1399,365,0,,365,,
Cozy Room in Kadikoy,Aylin,Kadikoy,40.99017,29.0258,Private room,123,7,0,,0,,
4+1 apartment full furniture with beautiful view,Mostafa,Basaksehir,41.11929,28.76867,Entire home/apt,480,180,0,,90,,
Yeldeğirmeninde güneş alan yüksek tavanlı oda,Rutkay Uğur,Kadikoy,40.99683,29.02676,Private room,82,5,0,,364,,
Private room in Bomonti/Kurtuluş,Yeşim,Sisli,41.0555,28.98175,Private room,89,1,0,,0,,
Üsküdar,Gökay,Uskudar,41.01886,29.0186,Private room,89,1,0,,363,,
Villa? Private Pool? Clean and Safe?,Tuna,Eyup,41.17841,28.89391,Entire home/apt,2057,5,0,,90,,
"Super lux apartment in an eligible site, amenities",Elif,Basaksehir,41.10752,28.78746,Entire home/apt,686,1,0,,365,,
Free Airport Transport Whole Building 20 persons,Vedat,Beyoglu,41.03666,28.97645,Entire home/apt,23998,1,1,0.13,365,,
Taksim Dervishi 16,Vedat,Beyoglu,41.03684,28.97642,Entire home/apt,2468,1,0,,365,,
Taksim dervishi 3,Vedat,Beyoglu,41.0372,28.97629,Entire home/apt,165,1,2,0.20,365,,
3+1 big apartment for families near to Blue Mosque,Selim,Fatih,41.00634,28.97023,Entire home/apt,768,1,30,2.89,87,,
Yeldeğirmeni- kadikoy  Private room,Obada,Kadikoy,40.99624,29.03048,Private room,96,1,1,0.10,180,,
"Sade, güvenilir,temiz, en ucuz...",Hakan,Esenyurt,41.00956,28.66246,Private room,89,3,0,,360,,
"Near to Maslak, Istinye Park.Good Location.",Oğulcan,Sariyer,41.11044,29.0428,Private room,199,1,1,0.10,27,,
Private Apartment,Gözde,Kagithane,41.08721,29.00517,Entire home/apt,82,3,4,0.37,358,,
KENDİNİZİ EVİNİZDE HİSSEDİN,Ferhat,Uskudar,41.00104,29.07194,Private room,151,1,0,,179,,
Çalışan arkadaşlara yolculuk yapan dostlara uygun,Eray Hakan,Avcilar,40.98327,28.71085,Private room,62,30,0,,365,,
M. Köy’e 10 dk. Kanyon Avm’ye 7 dk uzaklıkta,Mehmet,Kagithane,41.07722,28.99623,Private room,75,1,1,0.10,0,,
Best location in Anatolian side/ niche & new flat,Gözde,Kadikoy,40.98499,29.0401,Entire home/apt,254,4,10,0.99,178,,
Cozy Flat in Heart of İstanbul,Mert,Sisli,41.06096,28.98668,Private room,123,1,0,,180,,
Home,Burak,Atasehir,40.99133,29.1513,Shared room,137,1,0,,179,,
Рядом развязка метро и трамвая,Фаиль,Zeytinburnu,40.98893,28.90307,Private room,247,1,0,,179,,
Cozy flat very close to Hagia Sophia & Blue Mosque,Aydin,Fatih,41.00331,28.96584,Entire home/apt,480,4,6,0.58,360,,
İstanbul haus,Oral,Sisli,41.04167,28.98175,Entire home/apt,151,7,1,0.12,0,,
Brand new apartment in luxury Compound,Ehab,Esenyurt,41.02357,28.65579,Entire home/apt,350,14,0,,30,,
Şişli Central Perfect Location Metro and Metrobus,Bilgin,Sisli,41.06328,28.9855,Entire home/apt,199,1,11,1.20,1,,
Cozy design house,Ali,Sisli,41.04959,28.98462,Private room,178,1,0,,0,,
شقة مفروشة لوكس للايجار السياحي في اسطنبول,Mustafa,Fatih,41.0173,28.9478,Entire home/apt,891,8,0,,362,,
Cozy convenient apartment for,Monica,Beyoglu,41.02712,28.97563,Entire home/apt,377,1,20,2.09,89,,
İstanbul airport 15 minute+wifi,Yusuf,Arnavutkoy,41.17919,28.7039,Entire home/apt,247,1,4,0.39,181,,
Economy Double Room In Taksim,Seyfulla,Beyoglu,41.03677,28.98087,Private room,192,1,19,1.80,362,,
Standart Double Room In Taksim,Seyfulla,Beyoglu,41.03629,28.98786,Private room,254,1,5,0.77,365,,
Beşiktaş 'ta merkezi konumda özel oda,Büşra,Besiktas,41.0466,29.00391,Private room,103,1,0,,364,,
HOTEL İSTANBUL TREND,Kenn,Fatih,41.0074,28.95393,Private room,617,1,0,,365,,
"Nice, cheap, cozy room near Taksim",Galia,Sisli,41.04393,28.99032,Entire home/apt,302,1,0,,365,,
Bomonti’de rahat merkezi daire,Yunus,Sisli,41.05484,28.97889,Entire home/apt,171,2,5,0.50,116,,
Sweet Room close to Tuyap-Cnr Exhibition area,Esma,Beylikduzu,40.99898,28.63135,Private room,384,2,0,,91,,
Cosy new decorated modern 1+0 Studio in istiklal,Sevil,Beyoglu,41.03521,28.98137,Entire home/apt,199,2,15,1.48,365,,
Historic Center 4BR Apartment W/ Private Veranda,Can,Beyoglu,41.02675,28.97784,Entire home/apt,1076,2,22,2.10,361,,
Bastancı’da metro ve E5’ e çok yakın lokasyon,Taner,Kadikoy,40.96151,29.10321,Private room,89,1,0,,89,,
Beggy Home,Begum,Kadikoy,40.98487,29.02605,Entire home/apt,288,3,0,,178,,
Salt Galata Galata Tower 1min.,Duygu,Beyoglu,41.02538,28.97334,Entire home/apt,343,2,0,,180,,
NOBLE HOUSE,Atilgan,Beyoglu,41.02403,28.97712,Private room,206,1,1,0.13,0,,
Great Bosphorus view & hospitality in the center,Elif,Besiktas,41.04434,29.00959,Entire home/apt,302,1,1,0.17,177,,
Penthouse_Double Bed,Tuzla Hill Suites,Tuzla,40.81662,29.29487,Entire home/apt,576,1,0,,365,,
Feriköy/şişli,Dogus,Sisli,41.05522,28.97406,Private room,137,1,2,0.21,364,,
Pool aircodition CARPARK new clean furnutire  nice,Tuba,Esenyurt,41.02526,28.65818,Entire home/apt,377,9,0,,365,,
Cozy room close to marmaray/metro/bus stations,Rukiye,Uskudar,41.01791,29.0219,Private room,89,1,0,,26,,
A 1+1 flat in a compound near metrobus station,Sana,Esenyurt,41.00924,28.68222,Entire home/apt,274,1,0,,29,,
"Cityloft 161, One Bedroom Standard / Ataşehir",Cityloft,Atasehir,40.97564,29.14842,Hotel room,199,1,20,1.95,359,,
"Cityloft 161, Garden with Jacuzzi / Ataşehir",Cityloft,Atasehir,40.97628,29.14892,Hotel room,377,1,9,0.87,359,,
"Cityloft 36, Studio Suite with Jacuzzi/ Ataşehir",Cityloft,Atasehir,40.98066,29.10941,Hotel room,350,1,4,0.47,365,,
Kendi eviniz gibi konaklamak istermisiniz,Elf,Maltepe,40.92215,29.15122,Shared room,151,30,0,,365,,
depozıtsız kıralık faturalar dahil kiralık daire,Pera,Beyoglu,41.03588,28.97638,Entire home/apt,3002,1,0,,365,,
Villa beykoz,Vba Suiten Kâğıthane,Beykoz,41.1143,29.13254,Entire home/apt,3421,2,0,,364,,
Sahile 2 dakika mesafede 3 odalı giriş katı daire,Mehmet,Kadikoy,40.9719,29.04547,Entire home/apt,247,6,0,,0,,
Taksim Pera Harika Lokasyon (S),Fatih,Beyoglu,41.03191,28.97508,Private room,199,1,1,0.17,365,,
I rent to foreign friends,Ömer,Beylikduzu,41.00986,28.63086,Private room,137,1,0,,91,,
Cosy private room in the heart of the city,Ipek,Sisli,41.047,28.98106,Private room,103,2,1,0.18,0,,
Vip House For Tourist,Serkan,Kartal,40.91243,29.21575,Entire home/apt,309,1,1,0.10,365,,
So chic and in the Best Location !,Arzu,Besiktas,41.08493,29.02739,Entire home/apt,2002,15,0,,300,,
"Amazing Sea View, Best Location, Luxury Interior",Arzu,Besiktas,41.07269,29.03884,Entire home/apt,1598,5,1,0.17,348,,
Modern apartment with view and in best trendy area,Arzu,Besiktas,41.07298,29.03861,Entire home/apt,850,4,8,0.77,363,,
Balat’ta 1+1 (20) günlüğüne kiralık daire.,Ömer,Fatih,41.02785,28.95515,Entire home/apt,199,5,0,,365,,
SUPER LUXURY APARTMENT FOR CROWDING ACCOMMODATIONS,Davut,Sisli,41.06249,28.99449,Entire home/apt,329,1,4,0.40,365,,
Room available Libadiye St 5 min walk to EmaarMall,Veysel,Uskudar,41.00764,29.07716,Private room,384,7,0,,365,,
Sea View double Room (old city center),Serdarr,Fatih,41.00372,28.97559,Private room,247,2,2,0.43,364,,
RETRO CHARM AT THE HISTORICAL HEART OF THE CITY,Ceyhun,Beyoglu,41.03024,28.97387,Entire home/apt,569,2,24,2.35,340,,
Taksim 1+1 GARDEN  FLATS,Xflats,Beyoglu,41.03571,28.99305,Entire home/apt,926,2,0,,363,,
"Central, elegant, safe - Iris Homes 3",Hamiyet,Beyoglu,41.03145,28.97338,Entire home/apt,267,1,12,1.38,357,,
Private room in Old City Center,Serdarr,Fatih,41.00376,28.97594,Private room,199,2,7,0.71,365,,
Green and Smart iLoft with Bosphorus Views UPDATED,Jen,Sariyer,41.14072,29.03155,Entire home/apt,309,2,0,,89,,
New/clean 1+1 flat/Swimming pool/10 min to airport,Andac,Eyup,41.18061,28.88638,Entire home/apt,459,1,0,,301,,
Restnest,Tuvanc,Besiktas,41.08294,29.02106,Private room,247,1,0,,364,,
Fesh geniş rahat temiz düzenli yatak odası,Emine,Kagithane,41.08035,28.98022,Private room,82,1,3,0.42,30,,
4 غرفة 1 غرفة المعيشة الشقق الفسيحة,Seyfettin,Fatih,41.01986,28.93945,Entire home/apt,1646,1,0,,364,,
CEVAHİR AVM YANI LÜX 2+1 DAİRE,Davut,Sisli,41.06206,28.99406,Entire home/apt,247,1,0,,0,,
Cosy and clean room + joint bathroom in NİŞANTAŞI,Enis Can,Sisli,41.05347,28.9913,Private room,69,1,15,1.49,365,,
MSY KÜÇÜKEV #1,Sevil,Adalar,40.87399,29.09081,Entire home/apt,802,2,0,,364,,
Modern opulence in Galata,Zeynep,Beyoglu,41.02568,28.97409,Entire home/apt,686,3,4,0.42,180,,
My cusy home,Samet,Umraniye,41.02156,29.08789,Private room,103,1,0,,0,,
iBioHouse: Concept House for Science & Tech Lovers,Arda Deniz,Kadikoy,41.01137,29.03743,Shared room,123,1,0,,89,,
Taksim Dervishi 14 persons,Vedat,Beyoglu,41.0372,28.97629,Hotel room,2023,1,0,,365,,
Süit oda otel konseptiyle harika seçenek,İbrahim,Kagithane,41.08307,28.98068,Entire home/apt,672,1,0,,365,,
The best city room in pendik city center for all,Serkan,Pendik,40.8744,29.22707,Entire home/apt,302,1,0,,28,,
"3 bathroom apartment in old city Sultanahmet,İst.",Ramazan,Fatih,41.00377,28.97579,Entire home/apt,802,1,3,0.53,365,,
Cosy Bedroom for 1 or 2 in the Center of Istanbul!,Berk,Kagithane,41.08332,29.0022,Private room,103,1,0,,362,,
Welcom to Friendly house,Mandana,Esenyurt,41.02141,28.65979,Private room,123,2,0,,365,,
Central Location,Emre,Atasehir,41.00444,29.07688,Private room,75,1,0,,179,,
Mahsun house airport,Nilofar,Arnavutkoy,41.20572,28.72235,Private room,247,1,0,,365,,
"Cosy shared room for females in a central,fun area",Rania,Kadikoy,40.9899,29.03184,Shared room,89,1,0,,88,,
A Price-Performance Residence Flat,Kamil,Kagithane,41.07788,28.99708,Private room,89,1,2,0.20,89,,
Tek kişilik aile yanı özel oda,Cihad,Maltepe,40.94222,29.12135,Private room,82,7,0,,362,,
LUXURY APARTMENT CLOSE TO MALL OF İST. & AİRPORT,Olusum,Bagcilar,41.04096,28.81088,Entire home/apt,75,15,0,,240,,
l live in Istanbul  ahurt of turkey  like Paradise,Adia,Kucukcekmece,40.99496,28.78121,Private room,233,3,0,,179,,
Cihangir merkez,Murat,Beyoglu,41.032,28.98148,Entire home/apt,926,5,1,0.10,179,,
ÖZDÜNYA SÜİT,Rıdvan,Fatih,41.01052,28.95227,Entire home/apt,151,2,0,,365,,
"Historic Mansion, Terrace full view of Golden Horn",Mehboob,Fatih,41.02994,28.94916,Entire home/apt,1502,2,2,0.21,179,,
Sea & Nature Sıle,Alican,Sile,41.1489,29.74035,Entire home/apt,302,1,1,0.10,365,,
2 BATHROOM APARTMENT 5 pax /SULTANAHMET /İSTANBUL,Ramazan,Fatih,41.00407,28.97691,Entire home/apt,549,1,0,,365,,
Your pleasant apartment in the city center.,Fatih,Bahcelievler,41.0065,28.84205,Entire home/apt,151,2,13,1.30,26,,
Temiz düzenli yaşam alanı,Feride,Kagithane,41.07217,28.98718,Private room,151,4,0,,0,,
SOFT4,Mehdi,Beyoglu,41.03572,28.98652,Entire home/apt,295,1,24,2.38,270,,
A peaceful house in a great location,Uğur,Kadikoy,40.9863,29.0324,Entire home/apt,226,3,3,0.33,362,,
Detached house with garden in Princes Island,Hakan,Adalar,40.86964,29.12064,Entire home/apt,501,6,0,,89,,
Bayan ev arkadaşı,Salih,Umraniye,41.01797,29.13407,Entire home/apt,302,1,0,,179,,
Beautiful place in Kumburgaz near the sea,Hakan,Buyukcekmece,41.02727,28.46113,Entire home/apt,165,2,0,,162,,
Calming place to rest ...‍♀️,Sinem,Kadikoy,40.98945,29.04819,Private room,199,1,0,,365,,
Huzur,Hakan,Tuzla,40.81508,29.27278,Private room,89,1,0,,88,,
My Sweet Home,Serdar,Atasehir,40.99622,29.07799,Entire home/apt,55,1,0,,28,,
Otto 5,Emin,Beyoglu,41.03907,28.98146,Entire home/apt,247,1,0,,365,,
Waterfront Cozy Apt. with a Stunning View,Emirhan,Beyoglu,41.03546,28.99267,Entire home/apt,1344,1,25,2.49,124,,
Welcome to the heart of istanbul,Volkan,Sisli,41.06866,29.00865,Entire home/apt,603,1,11,1.11,365,,
GUEST HOUSE,Muruvvet,Adalar,40.87132,29.13007,Entire home/apt,178,7,0,,365,,
"Cosy and shiny Room, very close to everywhere",Soner,Kadikoy,40.99561,29.02666,Private room,103,2,2,0.20,364,,
Her yere yakın çok  merkezi,Ali Serhat,Sisli,41.06812,28.98839,Private room,247,1,0,,89,,
"Clean apt near main transportation 
Beylikdüzü",Karam,Esenyurt,41.018,28.6451,Entire home/apt,336,1,0,,364,,
"Cosy 1+1 home in Harbiye, close to metro",Liu,Sisli,41.04788,28.98572,Entire home/apt,171,1,2,0.21,0,,
"Merkezi , Eğlence yerlerine yakın",Ekin,Sisli,41.0483,28.98386,Private room,123,1,0,,1,,
NICE Room Near to Galata Tower,Medar,Beyoglu,41.02834,28.97255,Private room,384,1,0,,286,,
Marmaray Maltepe İstasyonu’nun karşısında,Rıza,Maltepe,40.92293,29.13214,Private room,69,1,1,0.12,364,,
Home sweet home,Alperen,Uskudar,41.01746,29.0856,Private room,151,1,0,,180,,
A Sweat Room in Kucukcekmece 5 mins Metrobüs,Muammer,Kucukcekmece,40.99427,28.79058,Private room,82,1,1,0.10,180,,
Elisyum redidans 37,Ismail,Sisli,41.04312,28.98336,Entire home/apt,891,2,1,0.10,364,,
Heart of İstanbul,Aslı,Besiktas,41.04927,29.0052,Entire home/apt,350,1,0,,365,,
Fancy Apartment in the Heart of Ortaköy / Beşiktaş,Aziz,Besiktas,41.05173,29.02254,Entire home/apt,308,2,19,1.86,184,,
Peaceful apartment in Nişantaşı,Mine,Besiktas,41.0475,28.99783,Entire home/apt,500,5,2,0.20,365,,
Gökçe ve Gözdenin Evi,Gözde,Kagithane,41.08232,28.96862,Shared room,75,1,0,,365,,
Too close istiklal caddesi - TAKSİM,Arda,Beyoglu,41.03051,28.97914,Entire home/apt,549,1,0,,363,,
A Private Room in Kadikoy,Aylin,Kadikoy,40.99206,29.02794,Private room,89,7,2,0.21,0,,
Cosy room in perfect location 3min to Mall&Station,Seda,Sisli,41.06056,28.99233,Private room,103,2,0,,363,,
Best located in Fatih..,Alican,Fatih,41.01424,28.94031,Private room,110,1,0,,88,,
Double Private Room+1 + Wifi+Kitchen Metro 4min/dk,Aytekin,Kagithane,41.08557,29.00178,Private room,82,1,8,0.81,365,,
Apartment in istanbul,Zak,Avcilar,41.06038,28.70587,Entire home/apt,350,7,0,,0,,
The Penthouse - 100 Meters away from Galata,Mert,Beyoglu,41.02442,28.97397,Entire home/apt,446,2,16,1.59,357,,
Apartment bizim evler,Zak,Avcilar,41.06361,28.70403,Entire home/apt,350,3,0,,261,,
LA CASA SUITES 3 pax,Cevat,Fatih,41.00417,28.96337,Entire home/apt,459,1,0,,365,,
Central Room at Istanbul,Ömer,Kagithane,41.07194,28.98569,Private room,75,1,0,,0,,
A green site and 5 min. from Sabiha Gokcen Airport,Hayrullah,Pendik,40.93206,29.3098,Private room,89,1,3,0.30,365,,
suites room,Rıdvan,Fatih,41.01694,28.94544,Private room,261,2,0,,0,,
2+1,Beyza Nur,Kagithane,41.08669,28.99734,Entire home/apt,247,15,0,,1,,
"Her yere yakın özel konum
Special location",Deniz,Besiktas,41.04817,29.00684,Private room,96,1,1,0.16,362,,
Room for Rent,Yunus Emre,Sisli,41.06187,28.98552,Private room,199,1,0,,1,,
Merkezi,Önder,Kucukcekmece,41.01085,28.80051,Entire home/apt,219,2,0,,28,,
2+1 Flat with Garden in Cihangir Area,Şerment,Beyoglu,41.02857,28.98737,Entire home/apt,309,3,3,0.30,364,,
"Historic Mansion, facing famous red brick School",Mehboob,Fatih,41.02942,28.95089,Entire home/apt,384,3,2,0.21,364,,
AMERİKAN MUTFAKLI WİFİ Lİ 1+1 SUİTE  104,Alme Suite,Kartal,40.9103,29.17945,Entire home/apt,281,1,0,,365,,
Flat in Istanbul in great location,Ahmed,Esenyurt,41.06319,28.66989,Entire home/apt,343,3,0,,0,,
Golden House,Kenan,Buyukcekmece,41.01609,28.59385,Private room,1542,1,0,,0,,
"Historic Mansion, facing famous red brick School",Mehboob,Fatih,41.03031,28.94897,Private room,302,2,1,0.11,179,,
"Historic Mansion, facing famous red brick School",Mehboob,Fatih,41.02946,28.94884,Private room,295,2,0,,179,,
Sunny double room in the heart of Cihangir,Swathi,Beyoglu,41.03075,28.97979,Private room,137,1,0,,0,,
Couchsurfing,Zeynep,Umraniye,41.00225,29.14277,Shared room,686,1,0,,90,,
Tarabya 4+1 daire İstanbul boğazına yakın,Dilek,Sariyer,41.13806,29.04995,Entire home/apt,2057,5,0,,364,,
Aşçıdan akşam yemeği ve kahvaltı servisi yapılır,Seyfi,Silivri,41.07904,28.26966,Private room,350,1,0,,90,,
Besiktas Square,Merve,Besiktas,41.04767,28.99809,Entire home/apt,768,3,1,0.10,1,,
"Nothing Special, Just Me make it Special",Moujahed,Esenyurt,41.01874,28.66239,Private room,171,1,0,,90,,
Deluxe suit,Gökben,Gaziosmanpasa,41.06038,28.91843,Entire home/apt,151,3,13,1.35,2,,
"Historic Mansion, Terrace full view of Golden Horn",Mehboob,Fatih,41.02997,28.95019,Entire home/apt,521,3,0,,364,,
Selimpaşa'da şahane deniz manzaralı ferah villa,Hatice,Silivri,41.05845,28.32076,Entire home/apt,411,5,0,,88,,
Muhteşem havası teras keyfi,Sinan,Atasehir,40.97814,29.14232,Entire home/apt,281,1,0,,179,,
"Historic Mansion, facing famous red brick School",Mehboob,Fatih,41.02977,28.94931,Private room,247,2,1,0.11,179,,
"decent, cosy and green place in Istanbul",Tuba,Bakirkoy,40.96224,28.81866,Private room,89,1,1,0.11,0,,
My Home,Fulia,Kucukcekmece,41.03706,28.76265,Entire home/apt,171,1,0,,0,,
"Historic Mansion, facing famous red brick School",Mehboob,Fatih,41.02875,28.95009,Private room,254,2,1,0.10,179,,
BrandNew FULL House for Groups CENTER (STERILISED),Ram,Beyoglu,41.03507,28.99305,Entire home/apt,617,1,10,1.11,357,,
